ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,december_promotion,december_promotion_lower,december_promotion_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2011-01-11,3253.4650370138215,-4777.849279637466,9767.090547864223,3253.4650370138215,3253.4650370138215,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.2581682108257899,-0.2581682108257899,-0.2581682108257899,0.20185970696051092,0.20185970696051092,0.20185970696051092,-0.1987870748254508,-0.1987870748254508,-0.1987870748254508,0.0,0.0,0.0,2413.523789423701
2011-01-12,3258.4965904424503,-5187.043467613925,9786.450432223035,3258.4965904424503,3258.4965904424503,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3159908115980312,-0.3159908115980312,-0.3159908115980312,0.16088734011184933,0.16088734011184933,0.16088734011184933,-0.21563730874903056,-0.21563730874903056,-0.21563730874903056,0.0,0.0,0.0,2228.8416082391227
2011-01-13,3263.528143871079,-4927.406594187062,9458.131569127954,3263.528143871079,3263.528143871079,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3218869874130885,-0.3218869874130885,-0.3218869874130885,0.16877642020591274,0.16877642020591274,0.16877642020591274,-0.22942256465815125,-0.22942256465815125,-0.22942256465815125,0.0,0.0,0.0,2213.0409013025887
2011-01-14,3268.5596972997078,-4578.699261112907,9931.849617083659,3268.5596972997078,3268.5596972997078,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.27847489994953806,-0.27847489994953806,-0.27847489994953806,0.22289304809938779,0.22289304809938779,0.22289304809938779,-0.24012710508807578,-0.24012710508807578,-0.24012710508807578,0.0,0.0,0.0,2358.347862615079
2011-01-15,3273.5912507283365,-6971.309980810652,7392.054026910564,3273.5912507283365,3273.5912507283365,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.7656089049784128,-0.7656089049784128,-0.7656089049784128,-0.25656356659923896,-0.25656356659923896,-0.25656356659923896,-0.24780449541832394,-0.24780449541832394,-0.24780449541832394,0.0,0.0,0.0,767.3006379113019
2011-01-16,3278.6228041569652,-7122.264374176423,6439.483989389544,3278.6228041569652,3278.6228041569652,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-1.1643650281451536,-1.1643650281451536,-1.1643650281451536,-0.6505487781262499,-0.6505487781262499,-0.6505487781262499,-0.2525754070580535,-0.2525754070580535,-0.2525754070580535,0.0,0.0,0.0,-538.8909294826021
2011-01-17,3283.654357585594,-4567.551973625195,9309.310095225852,3283.654357585594,3283.654357585594,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3631687585632415,-0.3631687585632415,-0.3631687585632415,0.15269582934933446,0.15269582934933446,0.15269582934933446,-0.25462374495172596,-0.25462374495172596,-0.25462374495172596,0.0,0.0,0.0,2091.1336809904556
2011-01-18,3288.685911014223,-4589.123379112772,10556.126653324114,3288.685911014223,3288.685911014223,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.31357234395154565,-0.31357234395154565,-0.31357234395154565,0.2018597069608623,0.2018597069608623,0.2018597069608623,-0.25419120795155786,-0.25419120795155786,-0.25419120795155786,0.0,0.0,0.0,2257.444961377069
2011-01-19,3293.717464442852,-5098.465292163377,9750.152568401412,3293.717464442852,3293.717464442852,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3519239342205005,-0.3519239342205005,-0.3519239342205005,0.16088734011252964,0.16088734011252964,0.16088734011252964,-0.25157043137218005,-0.25157043137218005,-0.25157043137218005,0.0,0.0,0.0,2134.579456145352
2011-01-20,3298.74901787148,-5085.962003804217,8571.256918153456,3298.74901787148,3298.74901787148,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3395613204404533,-0.3395613204404533,-0.3395613204404533,0.16877642020576084,0.16877642020576084,0.16877642020576084,-0.24709689768536408,-0.24709689768536408,-0.24709689768536408,0.0,0.0,0.0,2178.6214455613917
2011-01-21,3303.780571300109,-4955.607572919999,10055.611994629835,3303.780571300109,3303.780571300109,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.279487627710526,-0.279487627710526,-0.279487627710526,0.22289304809897237,0.22289304809897237,0.22289304809897237,-0.24113983284864832,-0.24113983284864832,-0.24113983284864832,0.0,0.0,0.0,2380.414776951315
2011-01-22,3308.8121247287377,-6959.0404816107,7738.11929523422,3308.8121247287377,3308.8121247287377,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.7518967409178697,-0.7518967409178697,-0.7518967409178697,-0.25656356660022245,-0.25656356660022245,-0.25656356660022245,-0.2340923313567973,-0.2340923313567973,-0.2340923313567973,0.0,0.0,0.0,820.9270718356679
2011-01-23,3313.8436781573664,-7882.444937606907,6225.210122898756,3313.8436781573664,3313.8436781573664,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-1.138150593173969,-1.138150593173969,-1.138150593173969,-0.6505487781257384,-0.6505487781257384,-0.6505487781257384,-0.22636097208738046,-0.22636097208738046,-0.22636097208738046,0.0,0.0,0.0,-457.8094698232475
2011-01-24,3318.875231585995,-4954.813885742543,9865.958714482602,3318.875231585995,3318.875231585995,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3269002125070185,-0.3269002125070185,-0.3269002125070185,0.15269582934726794,0.15269582934726794,0.15269582934726794,-0.21835519889343633,-0.21835519889343633,-0.21835519889343633,0.0,0.0,0.0,2233.934213096253
2011-01-25,3323.906785014624,-4805.366883115818,8909.622560530599,3323.906785014624,3323.906785014624,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.26985788038717273,-0.26985788038717273,-0.26985788038717273,0.2018597069607328,0.2018597069607328,0.2018597069607328,-0.2104767443870555,-0.2104767443870555,-0.2104767443870555,0.0,0.0,0.0,2426.9243454060356
2011-01-26,3328.9383384432526,-5427.620405142531,10107.688455664724,3328.9383384432526,3328.9383384432526,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.30346287521671966,-0.30346287521671966,-0.30346287521671966,0.16088734011228098,0.16088734011228098,0.16088734011228098,-0.20310937236815058,-0.20310937236815058,-0.20310937236815058,0.0,0.0,0.0,2318.7291388400936
2011-01-27,3333.9698918718814,-4776.8667674437975,9630.157003147391,3333.9698918718814,3333.9698918718814,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.2890736267548143,-0.2890736267548143,-0.2890736267548143,0.16877642020614306,0.16877642020614306,0.16877642020614306,-0.1966092040001073,-0.1966092040001073,-0.1966092040001073,0.0,0.0,0.0,2370.2071237371206
2011-01-28,3339.00144530051,-4625.392378285346,9798.836654074485,3339.00144530051,3339.00144530051,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.22964367030062813,-0.22964367030062813,-0.22964367030062813,0.22289304809939248,0.22289304809939248,0.22289304809939248,-0.1912958754391706,-0.1912958754391706,-0.1912958754391706,0.0,0.0,0.0,2572.220898262599
2011-01-29,3344.032998729139,-6453.0230746357565,8470.239050448527,3344.032998729139,3344.032998729139,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.7052491602563,-0.7052491602563,-0.7052491602563,-0.2565635665998487,-0.2565635665998487,-0.2565635665998487,-0.1874447506956013,-0.1874447506956013,-0.1874447506956013,0.0,0.0,0.0,985.6565345060569
2011-01-30,3349.0645521577676,-7131.788801722085,6790.063910182883,3349.0645521577676,3349.0645521577676,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-1.0970700048166313,-1.0970700048166313,-1.0970700048166313,-0.6505487781258116,-0.6505487781258116,-0.6505487781258116,-0.1852803837299697,-0.1852803837299697,-0.1852803837299697,0.0,0.0,0.0,-325.09371220916364
2011-01-31,3354.096105586397,-4604.090128017365,9865.237997740098,3354.096105586397,3354.096105586397,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.29351640262577744,-0.29351640262577744,-0.29351640262577744,0.1526958293477318,0.1526958293477318,0.1526958293477318,-0.1849713890126592,-0.1849713890126592,-0.1849713890126592,0.0,0.0,0.0,2369.6138826135475
2011-02-01,3359.1276590150255,-5253.421178725187,9978.082529216053,3359.1276590150255,3359.1276590150255,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.24600797697491494,-0.24600797697491494,-0.24600797697491494,0.20185970696073163,0.20185970696073163,0.20185970696073163,-0.18662684097479654,-0.18662684097479654,-0.18662684097479654,0.0,0.0,0.0,2532.7554592202573
2011-02-02,3364.159212443654,-4432.540256938788,10236.580922418754,3364.159212443654,3364.159212443654,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.2906477838869939,-0.2906477838869939,-0.2906477838869939,0.16088734011203235,0.16088734011203235,0.16088734011203235,-0.19029428103817617,-0.19029428103817617,-0.19029428103817617,0.0,0.0,0.0,2386.3737927038915
2011-02-03,3369.1907658722826,-4318.4094640678695,9772.866018130859,3369.1907658722826,3369.1907658722826,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.28842379014142594,-0.28842379014142594,-0.28842379014142594,0.1687764202051642,0.1687764202051642,0.1687764202051642,-0.19595936738574005,-0.19595936738574005,-0.19595936738574005,0.0,0.0,0.0,2397.4359954699053
2011-02-04,3374.2223193009113,-4807.797978425235,9903.238945496083,3374.2223193009113,3374.2223193009113,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.24189495338569114,-0.24189495338569114,-0.24189495338569114,0.2228930480987617,0.2228930480987617,0.2228930480987617,-0.20354715852360278,-0.20354715852360278,-0.20354715852360278,0.0,0.0,0.0,2558.0149686606587
2011-02-05,3379.25387272954,-6286.963786463736,8220.833536498409,3379.25387272954,3379.25387272954,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.7307293877567528,-0.7307293877567528,-0.7307293877567528,-0.25656356659956725,-0.25656356659956725,-0.25656356659956725,-0.21292497819633557,-0.21292497819633557,-0.21292497819633557,0.0,0.0,0.0,909.9337592352475
2011-02-06,3384.285426158169,-7637.7777592677985,6414.077144155083,3384.285426158169,3384.285426158169,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-1.1356963886200284,-1.1356963886200284,-1.1356963886200284,-0.6505487781260748,-0.6505487781260748,-0.6505487781260748,-0.2239067675331034,-0.2239067675331034,-0.2239067675331034,0.0,0.0,0.0,-459.23531038905736
2011-02-07,3389.3169795867975,-5047.708441998636,9680.508292779603,3389.3169795867975,3389.3169795867975,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3448038051577452,-0.3448038051577452,-0.3448038051577452,0.15269582934819562,0.15269582934819562,0.15269582934819562,-0.23625879154509083,-0.23625879154509083,-0.23625879154509083,0.0,0.0,0.0,2220.667588139514
2011-02-08,3394.3485330154263,-4920.075732413924,10342.435891338475,3394.3485330154263,3394.3485330154263,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.30908766830413925,-0.30908766830413925,-0.30908766830413925,0.20185970696037794,0.20185970696037794,0.20185970696037794,-0.2497065323036671,-0.2497065323036671,-0.2497065323036671,0.0,0.0,0.0,2345.1972595341126
2011-02-09,3399.380086444055,-5005.564902148032,9203.118155729333,3399.380086444055,3399.380086444055,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.36429607406614917,-0.36429607406614917,-0.36429607406614917,0.16088734011178363,0.16088734011178363,0.16088734011178363,-0.2639425712170828,-0.2639425712170828,-0.2639425712170828,0.0,0.0,0.0,2160.9992666938388
2011-02-10,3404.4116398726837,-5068.034428958674,9032.421276039911,3404.4116398726837,3404.4116398726837,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.37109966132871786,-0.37109966132871786,-0.37109966132871786,0.16877642020418535,0.16877642020418535,0.16877642020418535,-0.27863523857205313,-0.27863523857205313,-0.27863523857205313,0.0,0.0,0.0,2141.0356332923857
2011-02-11,3409.4431933013125,-4780.233858669643,10514.73327722993,3409.4431933013125,3409.4431933013125,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3317855853866002,-0.3317855853866002,-0.3317855853866002,0.22289304809918184,0.22289304809918184,0.22289304809918184,-0.293437790524932,-0.293437790524932,-0.293437790524932,0.0,0.0,0.0,2278.239087569477
2011-02-12,3414.474746729941,-6459.873783342595,7314.655146618566,3414.474746729941,3414.474746729941,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.825802272011707,-0.825802272011707,-0.825802272011707,-0.2565635665998722,-0.2565635665998722,-0.2565635665998722,-0.30799786245098476,-0.30799786245098476,-0.30799786245098476,0.0,0.0,0.0,594.793743153758
2011-02-13,3419.50630015857,-8286.239044225933,6877.790900921169,3419.50630015857,3419.50630015857,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-1.2337565643220945,-1.2337565643220945,-1.2337565643220945,-0.6505487781255632,-0.6505487781255632,-0.6505487781255632,-0.32196694323568104,-0.32196694323568104,-0.32196694323568104,0.0,0.0,0.0,-799.3320444028241
2011-02-14,3424.537853587199,-5615.225620893473,8772.740448564053,3424.537853587199,3424.537853587199,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.4435546313768619,-0.4435546313768619,-0.4435546313768619,0.15269582934864018,0.15269582934864018,0.15269582934864018,-0.33500961776465205,-0.33500961776465205,-0.33500961776465205,0.0,0.0,0.0,1905.568228303219
2011-02-15,3429.5694070158274,-4636.512649988587,9635.05739556139,3429.5694070158274,3429.5694070158274,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.40619347039902287,-0.40619347039902287,-0.40619347039902287,0.2018597069609535,0.2018597069609535,0.2018597069609535,-0.3468123343991264,-0.3468123343991264,-0.3468123343991264,0.0,0.0,0.0,2036.5007076057495
2011-02-16,3434.6009593479203,-5914.102388514408,8940.316589358075,3434.6009593479203,3434.6009593479203,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.45744497311912413,-0.45744497311912413,-0.45744497311912413,0.16088734011246394,0.16088734011246394,0.16088734011246394,-0.35709147027073807,-0.35709147027073807,-0.35709147027073807,0.0,0.0,0.0,1863.4600158240928
2011-02-17,3439.632511680013,-5969.932777975501,9172.947187111571,3439.632511680013,3439.632511680013,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.45806491204023114,-0.45806491204023114,-0.45806491204023114,0.16877642020539446,0.16877642020539446,0.16877642020539446,-0.3656004892847757,-0.3656004892847757,-0.3656004892847757,0.0,0.0,0.0,1864.0575477665886
2011-02-18,3444.664064012106,-5722.448978430648,9295.027611114667,3444.664064012106,3444.664064012106,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.41048380996850453,-0.41048380996850453,-0.41048380996850453,0.2228930480987664,0.2228930480987664,0.2228930480987664,-0.3721360151064209,-0.3721360151064209,-0.3721360151064209,0.0,0.0,0.0,2030.6852349548242
2011-02-19,3449.6956163441987,-7473.711643335289,8559.5253183549,3449.6956163441987,3449.6956163441987,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.8943470828628679,-0.8943470828628679,-0.8943470828628679,-0.25656356660017704,-0.25656356660017704,-0.25656356660017704,-0.37654267330184105,-0.37654267330184105,-0.37654267330184105,0.0,0.0,0.0,364.4704051019415
2011-02-21,3459.7587210083843,-5048.936319495463,9286.9181931058,3459.7587210083843,3459.7587210083843,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.48715250432780843,-0.48715250432780843,-0.48715250432780843,0.15269582934785814,0.15269582934785814,0.15269582934785814,-0.3786074907148166,-0.3786074907148166,-0.3786074907148166,0.0,0.0,0.0,1774.3285956991745
2011-02-22,3464.790273340477,-5562.420484409315,9716.373027909947,3464.790273340477,3464.790273340477,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.43560045458497887,-0.43560045458497887,-0.43560045458497887,0.2018597069605998,0.2018597069605998,0.2018597069605998,-0.3762193185847287,-0.3762193185847287,-0.3762193185847287,0.0,0.0,0.0,1955.526055231752
2011-02-23,3469.8218256725695,-4966.680168213082,9598.844541883886,3469.8218256725695,3469.8218256725695,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.4719629617140588,-0.4719629617140588,-0.4719629617140588,0.16088734011156072,0.16088734011156072,0.16088734011156072,-0.37160945886476954,-0.37160945886476954,-0.37160945886476954,0.0,0.0,0.0,1832.194440208061
2011-02-24,3474.8533780046628,-6340.184773579891,9528.075256133203,3474.8533780046628,3474.8533780046628,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.45735095865320574,-0.45735095865320574,-0.45735095865320574,0.16877642020494976,0.16877642020494976,0.16877642020494976,-0.3648865358973055,-0.3648865358973055,-0.3648865358973055,0.0,0.0,0.0,1885.6258543949
2011-02-25,3479.8849303367556,-5542.470979343187,9655.883729062167,3479.8849303367556,3479.8849303367556,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3945547086144494,-0.3945547086144494,-0.3945547086144494,0.222893048098351,0.222893048098351,0.222893048098351,-0.3562069137519504,-0.3562069137519504,-0.3562069137519504,0.0,0.0,0.0,2106.8799456359234
2011-02-26,3484.9164826688484,-6927.065779348695,7320.317641995215,3484.9164826688484,3484.9164826688484,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.8635744117750623,-0.8635744117750623,-0.8635744117750623,-0.2565635665992169,-0.2565635665992169,-0.2565635665992169,-0.3457700022149955,-0.3457700022149955,-0.3457700022149955,0.0,0.0,0.0,475.43178106287843
2011-02-27,3489.9480350009408,-7779.092456387176,6132.369836390107,3489.9480350009408,3489.9480350009408,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-1.2456021397198132,-1.2456021397198132,-1.2456021397198132,-0.6505487781260968,-0.6505487781260968,-0.6505487781260968,-0.33381251863286604,-0.33381251863286604,-0.33381251863286604,0.0,0.0,0.0,-857.1387049071884
2011-02-28,3494.979587333034,-4656.441397604227,8969.005941876501,3494.979587333034,3494.979587333034,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.4291468934312007,-0.4291468934312007,-0.4291468934312007,0.15269582934830267,0.15269582934830267,0.15269582934830267,-0.3206018798186533,-0.3206018798186533,-0.3206018798186533,0.0,0.0,0.0,1995.1199548236027
2011-03-01,3500.011139665127,-5527.785592459095,9328.187180431269,3500.011139665127,3500.011139665127,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.36581005496186403,-0.36581005496186403,-0.36581005496186403,0.2018597069605986,0.2018597069605986,0.2018597069605986,-0.3064289189616127,-0.3064289189616127,-0.3064289189616127,0.0,0.0,0.0,2219.6718722970904
2011-03-02,3505.0426919972197,-5301.7822210091845,8446.328616703626,3505.0426919972197,3505.0426919972197,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3919536402952233,-0.3919536402952233,-0.3919536402952233,0.16088734011196665,0.16088734011196665,0.16088734011196665,-0.29160013744633995,-0.29160013744633995,-0.29160013744633995,0.0,0.0,0.0,2131.2284494787405
2011-03-03,3510.074244329312,-4545.843062606689,9242.944164864995,3510.074244329312,3510.074244329312,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.3688941331099216,-0.3688941331099216,-0.3688941331099216,0.16877642020479786,0.16877642020479786,0.16877642020479786,-0.2764297103538693,-0.2764297103538693,-0.2764297103538693,0.0,0.0,0.0,2215.2284488159876
2011-03-04,3515.1057966614053,-4531.59602402731,10713.445027027765,3515.1057966614053,3515.1057966614053,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.2995792618821159,-0.2995792618821159,-0.2995792618821159,0.22289304809855573,0.22289304809855573,0.22289304809855573,-0.26123146701982164,-0.26123146701982164,-0.26123146701982164,0.0,0.0,0.0,2462.0529966600343
2011-03-05,3520.137348993498,-6668.699915778326,8801.150614760754,3520.137348993498,3520.137348993498,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-0.7641154739480666,-0.7641154739480666,-0.7641154739480666,-0.2565635666002005,-0.2565635666002005,-0.2565635666002005,-0.24631106438701625,-0.24631106438701625,-0.24631106438701625,0.0,0.0,0.0,830.3459302050408
2011-03-06,3525.1689013255905,-7183.752277511455,6994.642141602882,3525.1689013255905,3525.1689013255905,-0.26124084296085004,-0.26124084296085004,-0.26124084296085004,0.0,0.0,0.0,0.0,0.0,0.0,-1.1437481822925462,-1.1437481822925462,-1.1437481822925462,-0.65054877812636,-0.65054877812636,-0.65054877812636,-0.23195856120533595,-0.23195856120533595,-0.23195856120533595,0.0,0.0,0.0,-506.73662183976563
