Segment,Year,Country,Market,Region,Category,Sub-Category,Profit
Consumer,2013.0,Bulgaria,EMEA,EMEA,Office Supplies,Binders,185.76
Consumer,2013.0,Bulgaria,EMEA,EMEA,Office Supplies,Envelopes,7.08
Consumer,2013.0,Bulgaria,EMEA,EMEA,Office Supplies,Fasteners,26.16
Consumer,2013.0,Bulgaria,EMEA,EMEA,Office Supplies,Labels,10.5
Consumer,2013.0,Bulgaria,EMEA,EMEA,Office Supplies,Paper,35.61
Consumer,2013.0,Bulgaria,EMEA,EMEA,Office Supplies,Storage,162.72
Consumer,2013.0,Bulgaria,EMEA,EMEA,Technology,Phones,126.75
Consumer,2013.0,Cambodia,APAC,Southeast Asia,Furniture,Bookcases,39.42
Consumer,2013.0,Cambodia,APAC,Southeast Asia,Furniture,Chairs,31.53
Consumer,2013.0,Cambodia,APAC,Southeast Asia,Office Supplies,Appliances,366.54
Consumer,2013.0,Cambodia,APAC,Southeast Asia,Office Supplies,Fasteners,1.44
Consumer,2013.0,Cambodia,APAC,Southeast Asia,Office Supplies,Labels,1.17
Consumer,2013.0,Cambodia,APAC,Southeast Asia,Technology,Accessories,30.51
Consumer,2013.0,Cambodia,APAC,Southeast Asia,Technology,Copiers,12.6
Consumer,2013.0,Cameroon,Africa,Africa,Furniture,Chairs,175.65
Consumer,2013.0,Cameroon,Africa,Africa,Furniture,Furnishings,9.27
Consumer,2013.0,Cameroon,Africa,Africa,Office Supplies,Art,19.32
Consumer,2013.0,Cameroon,Africa,Africa,Office Supplies,Binders,24.33
Consumer,2013.0,Cameroon,Africa,Africa,Office Supplies,Supplies,64.92
Consumer,2013.0,Cameroon,Africa,Africa,Technology,Machines,346.32
Consumer,2013.0,Cameroon,Africa,Africa,Technology,Phones,49.10999999999999
Consumer,2013.0,Canada,Canada,Canada,Furniture,Bookcases,407.76
Consumer,2013.0,Canada,Canada,Canada,Furniture,Chairs,102.24
Consumer,2013.0,Canada,Canada,Canada,Furniture,Furnishings,11.4
Consumer,2013.0,Canada,Canada,Canada,Furniture,Tables,170.73
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Appliances,319.83
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Art,167.67
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Binders,154.95
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Envelopes,78.27000000000001
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Fasteners,21.45
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Labels,9.059999999999999
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Paper,44.82
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Storage,432.15
Consumer,2013.0,Canada,Canada,Canada,Office Supplies,Supplies,40.17
Consumer,2013.0,Canada,Canada,Canada,Technology,Accessories,89.55
Consumer,2013.0,Canada,Canada,Canada,Technology,Copiers,66.72
Consumer,2013.0,Canada,Canada,Canada,Technology,Machines,117.9
Consumer,2013.0,Canada,Canada,Canada,Technology,Phones,328.14
Consumer,2013.0,Chile,LATAM,South,Furniture,Bookcases,205.78
Consumer,2013.0,Chile,LATAM,South,Furniture,Chairs,584.28
Consumer,2013.0,Chile,LATAM,South,Furniture,Furnishings,7.52
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Appliances,615.4200000000001
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Art,3.6000000000000005
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Binders,79.14
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Envelopes,13.68
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Fasteners,26.46
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Labels,18.56
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Paper,57.64
Consumer,2013.0,Chile,LATAM,South,Office Supplies,Supplies,72.75999999999999
Consumer,2013.0,Chile,LATAM,South,Technology,Accessories,121.44
Consumer,2013.0,Chile,LATAM,South,Technology,Machines,233.6
Consumer,2013.0,Chile,LATAM,South,Technology,Phones,242.7
Consumer,2013.0,China,APAC,North Asia,Furniture,Bookcases,3052.1700000000005
Consumer,2013.0,China,APAC,North Asia,Furniture,Chairs,2803.6200000000003
Consumer,2013.0,China,APAC,North Asia,Furniture,Furnishings,807.5400000000001
Consumer,2013.0,China,APAC,North Asia,Furniture,Tables,215.11200000000002
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Appliances,3138.4200000000005
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Art,632.91
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Binders,547.215
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Envelopes,697.1400000000001
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Fasteners,86.16000000000001
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Labels,159.54
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Paper,338.55
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Storage,817.1099999999999
Consumer,2013.0,China,APAC,North Asia,Office Supplies,Supplies,287.4
Consumer,2013.0,China,APAC,North Asia,Technology,Accessories,1492.1700000000005
Consumer,2013.0,China,APAC,North Asia,Technology,Copiers,2770.3799999999997
Consumer,2013.0,China,APAC,North Asia,Technology,Machines,-181.875
Consumer,2013.0,China,APAC,North Asia,Technology,Phones,3269.22
Consumer,2013.0,Colombia,LATAM,South,Furniture,Bookcases,527.06
Consumer,2013.0,Colombia,LATAM,South,Furniture,Chairs,488.56000000000006
Consumer,2013.0,Colombia,LATAM,South,Furniture,Furnishings,130.64
Consumer,2013.0,Colombia,LATAM,South,Furniture,Tables,320.76
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Appliances,1009.94
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Art,72.06
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Binders,12.3
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Envelopes,85.88
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Fasteners,26.5
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Labels,1.2
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Paper,43.7
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Storage,191.46
Consumer,2013.0,Colombia,LATAM,South,Office Supplies,Supplies,268.46000000000004
Consumer,2013.0,Colombia,LATAM,South,Technology,Accessories,435.8
Consumer,2013.0,Colombia,LATAM,South,Technology,Copiers,291.55044
Consumer,2013.0,Colombia,LATAM,South,Technology,Machines,40.28
Consumer,2013.0,Colombia,LATAM,South,Technology,Phones,293.06
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Furniture,Bookcases,241.82999999999998
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Furniture,Chairs,7.35
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Furniture,Furnishings,41.24999999999999
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Art,8.37
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Binders,19.17
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Envelopes,6.12
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Fasteners,2.97
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Paper,3.24
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Storage,186.24
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Supplies,75.44999999999999
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Technology,Accessories,19.23
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Technology,Copiers,185.4
Consumer,2013.0,Cote d'Ivoire,Africa,Africa,Technology,Machines,410.16
Consumer,2013.0,Croatia,EMEA,EMEA,Office Supplies,Labels,37.44
Consumer,2013.0,Cuba,LATAM,Caribbean,Furniture,Bookcases,541.0
Consumer,2013.0,Cuba,LATAM,Caribbean,Furniture,Chairs,626.48
Consumer,2013.0,Cuba,LATAM,Caribbean,Furniture,Furnishings,237.83999999999997
Consumer,2013.0,Cuba,LATAM,Caribbean,Furniture,Tables,9.84
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Appliances,621.6
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Art,54.13999999999999
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Binders,152.64000000000001
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Envelopes,116.08
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Fasteners,55.519999999999996
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Labels,57.519999999999996
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Paper,151.83999999999997
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Storage,956.28
Consumer,2013.0,Cuba,LATAM,Caribbean,Office Supplies,Supplies,66.78
Consumer,2013.0,Cuba,LATAM,Caribbean,Technology,Accessories,158.92
Consumer,2013.0,Cuba,LATAM,Caribbean,Technology,Copiers,1645.24588
Consumer,2013.0,Cuba,LATAM,Caribbean,Technology,Machines,339.24
Consumer,2013.0,Cuba,LATAM,Caribbean,Technology,Phones,1309.0800000000002
Consumer,2013.0,Czech Republic,EMEA,EMEA,Furniture,Furnishings,37.8
Consumer,2013.0,Czech Republic,EMEA,EMEA,Office Supplies,Art,9.99
Consumer,2013.0,Czech Republic,EMEA,EMEA,Office Supplies,Binders,5.970000000000001
Consumer,2013.0,Czech Republic,EMEA,EMEA,Office Supplies,Envelopes,1.23
Consumer,2013.0,Czech Republic,EMEA,EMEA,Office Supplies,Paper,18.57
Consumer,2013.0,Czech Republic,EMEA,EMEA,Office Supplies,Storage,3.27
Consumer,2013.0,Czech Republic,EMEA,EMEA,Technology,Accessories,8.31
Consumer,2013.0,Czech Republic,EMEA,EMEA,Technology,Phones,227.7
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Bookcases,47.82
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Chairs,1523.52
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Furnishings,11.55
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Tables,1009.53
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Appliances,45.330000000000005
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Art,177.12
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Binders,42.3
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Envelopes,35.76
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Fasteners,12.96
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Labels,35.85
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Storage,262.56
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Supplies,21.93
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Technology,Accessories,59.73
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Technology,Copiers,1175.4900000000002
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Technology,Machines,29.37
Consumer,2013.0,Democratic Republic of the Congo,Africa,Africa,Technology,Phones,1465.2
Consumer,2013.0,Denmark,EU,North,Furniture,Chairs,-276.12
Consumer,2013.0,Denmark,EU,North,Furniture,Furnishings,-48.708
Consumer,2013.0,Denmark,EU,North,Office Supplies,Appliances,-132.975
Consumer,2013.0,Denmark,EU,North,Office Supplies,Art,-34.68
Consumer,2013.0,Denmark,EU,North,Office Supplies,Binders,-18.27
Consumer,2013.0,Denmark,EU,North,Office Supplies,Envelopes,-11.97
Consumer,2013.0,Denmark,EU,North,Office Supplies,Fasteners,-35.985
Consumer,2013.0,Denmark,EU,North,Office Supplies,Paper,-37.86
Consumer,2013.0,Denmark,EU,North,Office Supplies,Storage,-394.78499999999997
Consumer,2013.0,Denmark,EU,North,Office Supplies,Supplies,-2.175
Consumer,2013.0,Denmark,EU,North,Technology,Accessories,-197.4
Consumer,2013.0,Denmark,EU,North,Technology,Machines,-103.425
Consumer,2013.0,Djibouti,Africa,Africa,Office Supplies,Art,54.57
Consumer,2013.0,Djibouti,Africa,Africa,Office Supplies,Storage,11.04
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Furniture,Bookcases,-348.812
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Furniture,Chairs,273.91599999999994
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Furniture,Furnishings,-44.839999999999996
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Appliances,220.00799999999998
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Art,-16.196
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Binders,14.896
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Envelopes,18.76
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Fasteners,16.240000000000002
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Labels,0.7800000000000007
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Paper,19.472
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Storage,54.10799999999999
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Supplies,74.46
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Technology,Accessories,198.744
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Technology,Copiers,-326.34796
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Technology,Machines,-52.88399999999999
Consumer,2013.0,Dominican Republic,LATAM,Caribbean,Technology,Phones,-106.592
Consumer,2013.0,Egypt,Africa,Africa,Furniture,Bookcases,149.61
Consumer,2013.0,Egypt,Africa,Africa,Furniture,Furnishings,132.24
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Appliances,151.59
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Art,81.08999999999999
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Binders,172.01999999999998
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Envelopes,40.29
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Fasteners,18.060000000000002
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Labels,31.770000000000003
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Paper,114.0
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Storage,296.61
Consumer,2013.0,Egypt,Africa,Africa,Office Supplies,Supplies,237.51
Consumer,2013.0,Egypt,Africa,Africa,Technology,Accessories,97.11000000000001
Consumer,2013.0,Egypt,Africa,Africa,Technology,Copiers,124.89
Consumer,2013.0,Egypt,Africa,Africa,Technology,Machines,490.53
Consumer,2013.0,Egypt,Africa,Africa,Technology,Phones,116.03999999999999
Consumer,2013.0,El Salvador,LATAM,Central,Furniture,Bookcases,1663.3
Consumer,2013.0,El Salvador,LATAM,Central,Furniture,Chairs,1244.8999999999999
Consumer,2013.0,El Salvador,LATAM,Central,Furniture,Furnishings,67.35999999999999
Consumer,2013.0,El Salvador,LATAM,Central,Furniture,Tables,117.124
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Appliances,303.59999999999997
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Art,121.02
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Binders,167.55999999999997
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Envelopes,51.959999999999994
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Fasteners,87.06000000000002
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Labels,72.47999999999999
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Paper,256.14000000000004
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Storage,807.42
Consumer,2013.0,El Salvador,LATAM,Central,Office Supplies,Supplies,57.14
Consumer,2013.0,El Salvador,LATAM,Central,Technology,Accessories,1079.94
Consumer,2013.0,El Salvador,LATAM,Central,Technology,Copiers,492.22992
Consumer,2013.0,El Salvador,LATAM,Central,Technology,Phones,1542.62
Consumer,2013.0,Equatorial Guinea,Africa,Africa,Office Supplies,Envelopes,2.16
Consumer,2013.0,Equatorial Guinea,Africa,Africa,Office Supplies,Labels,0.06
Consumer,2013.0,Equatorial Guinea,Africa,Africa,Technology,Copiers,42.24
Consumer,2013.0,Finland,EU,North,Furniture,Bookcases,383.22
Consumer,2013.0,Finland,EU,North,Office Supplies,Art,25.68
Consumer,2013.0,Finland,EU,North,Office Supplies,Fasteners,10.92
Consumer,2013.0,Finland,EU,North,Office Supplies,Paper,0.96
Consumer,2013.0,Finland,EU,North,Office Supplies,Storage,137.48999999999998
Consumer,2013.0,Finland,EU,North,Technology,Accessories,105.42
Consumer,2013.0,Finland,EU,North,Technology,Machines,169.02
Consumer,2013.0,Finland,EU,North,Technology,Phones,229.05
Consumer,2013.0,France,EU,Central,Furniture,Bookcases,2732.8859999999995
Consumer,2013.0,France,EU,Central,Furniture,Chairs,2016.2789999999998
Consumer,2013.0,France,EU,Central,Furniture,Furnishings,578.67
Consumer,2013.0,France,EU,Central,Furniture,Tables,-603.9465
Consumer,2013.0,France,EU,Central,Office Supplies,Appliances,542.751
Consumer,2013.0,France,EU,Central,Office Supplies,Art,1015.6350000000001
Consumer,2013.0,France,EU,Central,Office Supplies,Binders,1070.5500000000002
Consumer,2013.0,France,EU,Central,Office Supplies,Envelopes,341.40000000000003
Consumer,2013.0,France,EU,Central,Office Supplies,Fasteners,59.25000000000001
Consumer,2013.0,France,EU,Central,Office Supplies,Labels,199.2
Consumer,2013.0,France,EU,Central,Office Supplies,Paper,334.54499999999996
