Segment,Year,Country,Market,Region,Category,Sub-Category,Profit
Consumer,2012.0,Cameroon,Africa,Africa,Office Supplies,Fasteners,3.5100000000000002
Consumer,2012.0,Cameroon,Africa,Africa,Office Supplies,Paper,17.1
Consumer,2012.0,Cameroon,Africa,Africa,Office Supplies,Storage,102.87
Consumer,2012.0,Cameroon,Africa,Africa,Office Supplies,Supplies,53.099999999999994
Consumer,2012.0,Cameroon,Africa,Africa,Technology,Accessories,292.8
Consumer,2012.0,Cameroon,Africa,Africa,Technology,Copiers,46.26
Consumer,2012.0,Cameroon,Africa,Africa,Technology,Machines,14.46
Consumer,2012.0,Cameroon,Africa,Africa,Technology,Phones,61.62
Consumer,2012.0,Canada,Canada,Canada,Furniture,Bookcases,34.98
Consumer,2012.0,Canada,Canada,Canada,Furniture,Chairs,124.08
Consumer,2012.0,Canada,Canada,Canada,Furniture,Furnishings,22.650000000000002
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Appliances,1244.7
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Art,268.38
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Binders,83.64
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Envelopes,9.24
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Fasteners,7.3500000000000005
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Labels,22.68
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Storage,307.40999999999997
Consumer,2012.0,Canada,Canada,Canada,Office Supplies,Supplies,5.94
Consumer,2012.0,Canada,Canada,Canada,Technology,Accessories,28.560000000000002
Consumer,2012.0,Canada,Canada,Canada,Technology,Copiers,834.12
Consumer,2012.0,Canada,Canada,Canada,Technology,Machines,161.58
Consumer,2012.0,Canada,Canada,Canada,Technology,Phones,392.61
Consumer,2012.0,Central African Republic,Africa,Africa,Office Supplies,Binders,5.4
Consumer,2012.0,Central African Republic,Africa,Africa,Office Supplies,Supplies,6.0
Consumer,2012.0,Central African Republic,Africa,Africa,Technology,Accessories,292.8
Consumer,2012.0,Chile,LATAM,South,Furniture,Bookcases,77.46
Consumer,2012.0,Chile,LATAM,South,Furniture,Chairs,23.72
Consumer,2012.0,Chile,LATAM,South,Furniture,Furnishings,5.84
Consumer,2012.0,Chile,LATAM,South,Furniture,Tables,31.256
Consumer,2012.0,Chile,LATAM,South,Office Supplies,Art,1.7
Consumer,2012.0,Chile,LATAM,South,Office Supplies,Envelopes,14.52
Consumer,2012.0,Chile,LATAM,South,Office Supplies,Paper,0.0
Consumer,2012.0,Chile,LATAM,South,Office Supplies,Storage,190.92
Consumer,2012.0,Chile,LATAM,South,Office Supplies,Supplies,45.92
Consumer,2012.0,Chile,LATAM,South,Technology,Accessories,191.62
Consumer,2012.0,Chile,LATAM,South,Technology,Copiers,78.43956
Consumer,2012.0,Chile,LATAM,South,Technology,Phones,207.36
Consumer,2012.0,China,APAC,North Asia,Furniture,Bookcases,1447.8899999999999
Consumer,2012.0,China,APAC,North Asia,Furniture,Chairs,1083.84
Consumer,2012.0,China,APAC,North Asia,Furniture,Furnishings,400.125
Consumer,2012.0,China,APAC,North Asia,Furniture,Tables,-208.61100000000005
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Appliances,695.61
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Art,380.88
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Binders,278.52000000000004
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Envelopes,298.8
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Fasteners,190.32
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Labels,109.76999999999998
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Paper,251.88
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Storage,1549.68
Consumer,2012.0,China,APAC,North Asia,Office Supplies,Supplies,315.24
Consumer,2012.0,China,APAC,North Asia,Technology,Accessories,768.1500000000002
Consumer,2012.0,China,APAC,North Asia,Technology,Copiers,1874.22
Consumer,2012.0,China,APAC,North Asia,Technology,Machines,690.4200000000001
Consumer,2012.0,China,APAC,North Asia,Technology,Phones,3153.57
Consumer,2012.0,Colombia,LATAM,South,Furniture,Bookcases,245.36
Consumer,2012.0,Colombia,LATAM,South,Furniture,Chairs,166.24
Consumer,2012.0,Colombia,LATAM,South,Furniture,Furnishings,154.24
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Art,90.44
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Binders,35.3
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Envelopes,21.32
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Fasteners,20.599999999999998
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Labels,29.740000000000002
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Paper,7.8
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Storage,153.6
Consumer,2012.0,Colombia,LATAM,South,Office Supplies,Supplies,35.08
Consumer,2012.0,Colombia,LATAM,South,Technology,Accessories,109.98
Consumer,2012.0,Colombia,LATAM,South,Technology,Copiers,163.6704
Consumer,2012.0,Colombia,LATAM,South,Technology,Machines,46.8
Consumer,2012.0,Colombia,LATAM,South,Technology,Phones,4.4
Consumer,2012.0,Cote d'Ivoire,Africa,Africa,Furniture,Bookcases,148.74
Consumer,2012.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Supplies,1.92
Consumer,2012.0,Cote d'Ivoire,Africa,Africa,Technology,Accessories,6.21
Consumer,2012.0,Croatia,EMEA,EMEA,Office Supplies,Art,0.63
Consumer,2012.0,Croatia,EMEA,EMEA,Office Supplies,Binders,135.42000000000002
Consumer,2012.0,Croatia,EMEA,EMEA,Technology,Machines,19.11
Consumer,2012.0,Cuba,LATAM,Caribbean,Furniture,Bookcases,254.22
Consumer,2012.0,Cuba,LATAM,Caribbean,Furniture,Chairs,355.36
Consumer,2012.0,Cuba,LATAM,Caribbean,Furniture,Furnishings,38.019999999999996
Consumer,2012.0,Cuba,LATAM,Caribbean,Furniture,Tables,406.38
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Appliances,302.16
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Art,21.3
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Binders,75.44
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Envelopes,88.30000000000001
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Fasteners,39.72
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Labels,18.68
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Paper,174.38
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Storage,276.68
Consumer,2012.0,Cuba,LATAM,Caribbean,Office Supplies,Supplies,268.40000000000003
Consumer,2012.0,Cuba,LATAM,Caribbean,Technology,Accessories,188.12
Consumer,2012.0,Cuba,LATAM,Caribbean,Technology,Copiers,553.0
Consumer,2012.0,Cuba,LATAM,Caribbean,Technology,Machines,59.7
Consumer,2012.0,Cuba,LATAM,Caribbean,Technology,Phones,370.2
Consumer,2012.0,Czech Republic,EMEA,EMEA,Furniture,Chairs,101.85
Consumer,2012.0,Czech Republic,EMEA,EMEA,Office Supplies,Appliances,10.83
Consumer,2012.0,Czech Republic,EMEA,EMEA,Office Supplies,Art,12.39
Consumer,2012.0,Czech Republic,EMEA,EMEA,Office Supplies,Binders,6.24
Consumer,2012.0,Czech Republic,EMEA,EMEA,Office Supplies,Envelopes,39.48
Consumer,2012.0,Czech Republic,EMEA,EMEA,Office Supplies,Labels,1.77
Consumer,2012.0,Czech Republic,EMEA,EMEA,Office Supplies,Paper,45.45
Consumer,2012.0,Czech Republic,EMEA,EMEA,Technology,Phones,100.41
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Bookcases,235.41
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Chairs,13.8
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Furnishings,7.98
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Appliances,21.72
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Art,196.98
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Binders,38.85
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Envelopes,13.86
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Fasteners,8.61
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Paper,50.699999999999996
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Storage,271.56
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Supplies,87.6
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Technology,Accessories,91.74000000000001
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Technology,Copiers,493.5
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Technology,Machines,4.74
Consumer,2012.0,Democratic Republic of the Congo,Africa,Africa,Technology,Phones,2736.36
Consumer,2012.0,Denmark,EU,North,Furniture,Furnishings,-19.092
Consumer,2012.0,Denmark,EU,North,Office Supplies,Binders,-12.375
Consumer,2012.0,Denmark,EU,North,Office Supplies,Labels,-2.43
Consumer,2012.0,Denmark,EU,North,Office Supplies,Paper,-10.41
Consumer,2012.0,Denmark,EU,North,Office Supplies,Storage,-231.84
Consumer,2012.0,Denmark,EU,North,Office Supplies,Supplies,-55.08
Consumer,2012.0,Denmark,EU,North,Technology,Copiers,-11.385
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Furniture,Bookcases,-489.312
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Furniture,Chairs,217.59999999999997
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Furniture,Furnishings,-256.34
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Appliances,655.5799999999999
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Art,55.708
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Binders,53.023999999999994
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Envelopes,-37.22799999999999
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Fasteners,-17.82
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Labels,-5.268
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Paper,-2.688
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Storage,25.644
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Supplies,-31.240000000000002
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Technology,Accessories,1.879999999999999
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Technology,Copiers,-90.7868
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Technology,Machines,-339.468
Consumer,2012.0,Dominican Republic,LATAM,Caribbean,Technology,Phones,214.54399999999998
Consumer,2012.0,Ecuador,LATAM,South,Furniture,Bookcases,304.92
Consumer,2012.0,Ecuador,LATAM,South,Furniture,Chairs,17.1
Consumer,2012.0,Ecuador,LATAM,South,Furniture,Furnishings,17.8
Consumer,2012.0,Ecuador,LATAM,South,Furniture,Tables,-76.752
Consumer,2012.0,Ecuador,LATAM,South,Office Supplies,Binders,26.72
Consumer,2012.0,Ecuador,LATAM,South,Office Supplies,Envelopes,33.04
Consumer,2012.0,Ecuador,LATAM,South,Office Supplies,Fasteners,2.48
Consumer,2012.0,Ecuador,LATAM,South,Office Supplies,Labels,2.06
Consumer,2012.0,Ecuador,LATAM,South,Office Supplies,Paper,26.82
Consumer,2012.0,Ecuador,LATAM,South,Office Supplies,Storage,19.2
Consumer,2012.0,Ecuador,LATAM,South,Technology,Accessories,0.0
Consumer,2012.0,Egypt,Africa,Africa,Furniture,Bookcases,535.32
Consumer,2012.0,Egypt,Africa,Africa,Furniture,Chairs,73.41
Consumer,2012.0,Egypt,Africa,Africa,Furniture,Furnishings,56.49
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Appliances,397.62
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Art,61.35
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Binders,184.98
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Envelopes,90.84
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Fasteners,12.120000000000001
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Labels,10.92
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Paper,6.06
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Storage,616.77
Consumer,2012.0,Egypt,Africa,Africa,Office Supplies,Supplies,51.6
Consumer,2012.0,Egypt,Africa,Africa,Technology,Accessories,62.01
Consumer,2012.0,Egypt,Africa,Africa,Technology,Copiers,157.05
Consumer,2012.0,Egypt,Africa,Africa,Technology,Machines,172.35
Consumer,2012.0,Egypt,Africa,Africa,Technology,Phones,258.75
Consumer,2012.0,El Salvador,LATAM,Central,Furniture,Bookcases,630.8199999999999
Consumer,2012.0,El Salvador,LATAM,Central,Furniture,Chairs,302.24
Consumer,2012.0,El Salvador,LATAM,Central,Furniture,Furnishings,23.16
Consumer,2012.0,El Salvador,LATAM,Central,Furniture,Tables,285.424
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Appliances,67.02
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Art,130.3
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Binders,105.8
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Envelopes,32.96
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Fasteners,51.900000000000006
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Labels,7.6
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Paper,66.97999999999999
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Storage,293.52
Consumer,2012.0,El Salvador,LATAM,Central,Office Supplies,Supplies,14.74
Consumer,2012.0,El Salvador,LATAM,Central,Technology,Accessories,522.24
Consumer,2012.0,El Salvador,LATAM,Central,Technology,Copiers,157.4262
Consumer,2012.0,El Salvador,LATAM,Central,Technology,Machines,96.17999999999999
Consumer,2012.0,El Salvador,LATAM,Central,Technology,Phones,59.620000000000005
Consumer,2012.0,Estonia,EMEA,EMEA,Furniture,Bookcases,469.44
Consumer,2012.0,Finland,EU,North,Furniture,Chairs,27.54
Consumer,2012.0,Finland,EU,North,Furniture,Furnishings,0.0
Consumer,2012.0,Finland,EU,North,Office Supplies,Appliances,364.68
Consumer,2012.0,Finland,EU,North,Office Supplies,Art,79.80000000000001
Consumer,2012.0,Finland,EU,North,Office Supplies,Binders,27.84
Consumer,2012.0,Finland,EU,North,Office Supplies,Envelopes,34.56
Consumer,2012.0,Finland,EU,North,Office Supplies,Fasteners,2.73
Consumer,2012.0,Finland,EU,North,Office Supplies,Storage,30.599999999999998
Consumer,2012.0,Finland,EU,North,Office Supplies,Supplies,22.14
