Segment,Year,Country,Market,Region,Category,Sub-Category,Profit
Consumer,2014.0,Cambodia,APAC,Southeast Asia,Office Supplies,Fasteners,10.98
Consumer,2014.0,Cambodia,APAC,Southeast Asia,Office Supplies,Storage,1.26
Consumer,2014.0,Cambodia,APAC,Southeast Asia,Office Supplies,Supplies,3.51
Consumer,2014.0,Cambodia,APAC,Southeast Asia,Technology,Accessories,49.62
Consumer,2014.0,Cambodia,APAC,Southeast Asia,Technology,Copiers,31.86
Consumer,2014.0,Cambodia,APAC,Southeast Asia,Technology,Machines,445.83
Consumer,2014.0,Cameroon,Africa,Africa,Furniture,Chairs,49.44
Consumer,2014.0,Cameroon,Africa,Africa,Office Supplies,Appliances,456.48
Consumer,2014.0,Cameroon,Africa,Africa,Office Supplies,Art,3.96
Consumer,2014.0,Cameroon,Africa,Africa,Office Supplies,Binders,27.39
Consumer,2014.0,Cameroon,Africa,Africa,Office Supplies,Labels,4.23
Consumer,2014.0,Cameroon,Africa,Africa,Office Supplies,Paper,1.92
Consumer,2014.0,Cameroon,Africa,Africa,Office Supplies,Storage,63.75
Consumer,2014.0,Cameroon,Africa,Africa,Technology,Accessories,4.83
Consumer,2014.0,Canada,Canada,Canada,Furniture,Bookcases,244.07999999999998
Consumer,2014.0,Canada,Canada,Canada,Furniture,Chairs,392.07000000000005
Consumer,2014.0,Canada,Canada,Canada,Furniture,Furnishings,27.78
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Appliances,132.48
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Art,122.73
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Binders,28.919999999999998
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Envelopes,21.66
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Fasteners,14.04
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Labels,48.78
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Paper,8.85
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Storage,414.24
Consumer,2014.0,Canada,Canada,Canada,Office Supplies,Supplies,21.81
Consumer,2014.0,Canada,Canada,Canada,Technology,Accessories,972.0899999999999
Consumer,2014.0,Canada,Canada,Canada,Technology,Machines,28.14
Consumer,2014.0,Canada,Canada,Canada,Technology,Phones,190.71
Consumer,2014.0,Chile,LATAM,South,Furniture,Bookcases,36.16
Consumer,2014.0,Chile,LATAM,South,Furniture,Chairs,315.8
Consumer,2014.0,Chile,LATAM,South,Office Supplies,Binders,4.32
Consumer,2014.0,Chile,LATAM,South,Office Supplies,Envelopes,17.96
Consumer,2014.0,Chile,LATAM,South,Office Supplies,Fasteners,13.5
Consumer,2014.0,Chile,LATAM,South,Office Supplies,Labels,4.16
Consumer,2014.0,Chile,LATAM,South,Office Supplies,Paper,12.0
Consumer,2014.0,Chile,LATAM,South,Office Supplies,Storage,54.9
Consumer,2014.0,Chile,LATAM,South,Office Supplies,Supplies,56.0
Consumer,2014.0,Chile,LATAM,South,Technology,Accessories,1.84
Consumer,2014.0,Chile,LATAM,South,Technology,Copiers,91.88664
Consumer,2014.0,Chile,LATAM,South,Technology,Phones,277.58
Consumer,2014.0,China,APAC,North Asia,Furniture,Bookcases,4477.844999999999
Consumer,2014.0,China,APAC,North Asia,Furniture,Chairs,2848.23
Consumer,2014.0,China,APAC,North Asia,Furniture,Furnishings,1031.28
Consumer,2014.0,China,APAC,North Asia,Furniture,Tables,-1115.43
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Appliances,1405.0500000000002
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Art,730.1699999999998
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Binders,447.48
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Envelopes,451.35
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Fasteners,115.89
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Labels,309.9
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Paper,615.48
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Storage,828.6899999999999
Consumer,2014.0,China,APAC,North Asia,Office Supplies,Supplies,653.43
Consumer,2014.0,China,APAC,North Asia,Technology,Accessories,1588.29
Consumer,2014.0,China,APAC,North Asia,Technology,Copiers,4178.88
Consumer,2014.0,China,APAC,North Asia,Technology,Machines,2756.9700000000003
Consumer,2014.0,China,APAC,North Asia,Technology,Phones,2844.6300000000006
Consumer,2014.0,Colombia,LATAM,South,Furniture,Bookcases,1480.82
Consumer,2014.0,Colombia,LATAM,South,Furniture,Chairs,294.24
Consumer,2014.0,Colombia,LATAM,South,Furniture,Furnishings,186.70000000000002
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Appliances,136.28
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Art,22.740000000000002
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Binders,37.1
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Envelopes,41.98
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Fasteners,42.58
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Labels,3.72
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Paper,120.32
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Storage,173.16
Consumer,2014.0,Colombia,LATAM,South,Office Supplies,Supplies,121.41999999999999
Consumer,2014.0,Colombia,LATAM,South,Technology,Accessories,525.62
Consumer,2014.0,Colombia,LATAM,South,Technology,Copiers,64.75756
Consumer,2014.0,Colombia,LATAM,South,Technology,Machines,276.6
Consumer,2014.0,Colombia,LATAM,South,Technology,Phones,364.46000000000004
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Furniture,Bookcases,74.37
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Furniture,Furnishings,110.28
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Art,25.11
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Binders,49.800000000000004
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Envelopes,22.47
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Fasteners,18.0
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Labels,2.13
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Office Supplies,Storage,10.83
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Technology,Accessories,132.54
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Technology,Copiers,0.0
Consumer,2014.0,Cote d'Ivoire,Africa,Africa,Technology,Machines,174.48
Consumer,2014.0,Croatia,EMEA,EMEA,Furniture,Bookcases,338.34
Consumer,2014.0,Croatia,EMEA,EMEA,Office Supplies,Art,9.03
Consumer,2014.0,Croatia,EMEA,EMEA,Office Supplies,Binders,0.0
Consumer,2014.0,Croatia,EMEA,EMEA,Office Supplies,Storage,4.29
Consumer,2014.0,Croatia,EMEA,EMEA,Office Supplies,Supplies,13.68
Consumer,2014.0,Croatia,EMEA,EMEA,Technology,Machines,70.92
Consumer,2014.0,Croatia,EMEA,EMEA,Technology,Phones,76.44
Consumer,2014.0,Cuba,LATAM,Caribbean,Furniture,Bookcases,1474.0199999999998
Consumer,2014.0,Cuba,LATAM,Caribbean,Furniture,Chairs,906.5400000000001
Consumer,2014.0,Cuba,LATAM,Caribbean,Furniture,Furnishings,61.199999999999996
Consumer,2014.0,Cuba,LATAM,Caribbean,Furniture,Tables,1472.8400000000001
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Appliances,800.22
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Art,187.20000000000002
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Binders,89.2
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Envelopes,69.24
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Fasteners,13.399999999999999
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Labels,79.94
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Paper,92.84
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Storage,175.98
Consumer,2014.0,Cuba,LATAM,Caribbean,Office Supplies,Supplies,209.54
Consumer,2014.0,Cuba,LATAM,Caribbean,Technology,Accessories,302.24
Consumer,2014.0,Cuba,LATAM,Caribbean,Technology,Copiers,861.06408
Consumer,2014.0,Cuba,LATAM,Caribbean,Technology,Machines,61.04
Consumer,2014.0,Cuba,LATAM,Caribbean,Technology,Phones,297.6
Consumer,2014.0,Czech Republic,EMEA,EMEA,Furniture,Bookcases,41.49
Consumer,2014.0,Czech Republic,EMEA,EMEA,Furniture,Chairs,169.14
Consumer,2014.0,Czech Republic,EMEA,EMEA,Office Supplies,Fasteners,7.05
Consumer,2014.0,Czech Republic,EMEA,EMEA,Office Supplies,Labels,7.92
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Bookcases,723.78
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Chairs,165.12
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Furniture,Furnishings,129.57
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Appliances,228.84000000000003
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Art,656.01
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Binders,182.76
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Envelopes,22.560000000000002
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Fasteners,22.56
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Labels,4.98
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Paper,232.92000000000002
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Storage,227.27999999999997
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Office Supplies,Supplies,45.69
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Technology,Accessories,1.59
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Technology,Copiers,380.46000000000004
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Technology,Machines,496.8
Consumer,2014.0,Democratic Republic of the Congo,Africa,Africa,Technology,Phones,430.2
Consumer,2014.0,Denmark,EU,North,Furniture,Chairs,-11.505
Consumer,2014.0,Denmark,EU,North,Furniture,Furnishings,-257.238
Consumer,2014.0,Denmark,EU,North,Office Supplies,Appliances,-43.965
Consumer,2014.0,Denmark,EU,North,Office Supplies,Art,-82.39500000000001
Consumer,2014.0,Denmark,EU,North,Office Supplies,Binders,-2.445
Consumer,2014.0,Denmark,EU,North,Office Supplies,Paper,-4.05
Consumer,2014.0,Denmark,EU,North,Office Supplies,Storage,-3.075
Consumer,2014.0,Denmark,EU,North,Office Supplies,Supplies,-115.62
Consumer,2014.0,Denmark,EU,North,Technology,Accessories,-86.03999999999999
Consumer,2014.0,Denmark,EU,North,Technology,Machines,-48.72
Consumer,2014.0,Denmark,EU,North,Technology,Phones,-65.88
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Furniture,Bookcases,-362.468
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Furniture,Chairs,-210.704
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Furniture,Furnishings,-138.51000000000002
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Furniture,Tables,-1906.7619999999997
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Appliances,37.464
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Art,84.25200000000001
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Binders,52.224
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Envelopes,17.272000000000002
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Fasteners,77.72399999999999
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Labels,10.940000000000003
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Paper,129.636
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Storage,299.392
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Office Supplies,Supplies,25.248
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Technology,Accessories,-94.132
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Technology,Copiers,-118.67143999999998
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Technology,Machines,-322.894
Consumer,2014.0,Dominican Republic,LATAM,Caribbean,Technology,Phones,552.3199999999999
Consumer,2014.0,Ecuador,LATAM,South,Furniture,Furnishings,14.58
Consumer,2014.0,Ecuador,LATAM,South,Office Supplies,Art,4.12
Consumer,2014.0,Ecuador,LATAM,South,Office Supplies,Binders,7.4399999999999995
Consumer,2014.0,Ecuador,LATAM,South,Office Supplies,Envelopes,4.2
Consumer,2014.0,Ecuador,LATAM,South,Office Supplies,Storage,68.72
Consumer,2014.0,Ecuador,LATAM,South,Technology,Accessories,22.2
Consumer,2014.0,Ecuador,LATAM,South,Technology,Copiers,639.4898799999999
Consumer,2014.0,Egypt,Africa,Africa,Furniture,Bookcases,492.39
Consumer,2014.0,Egypt,Africa,Africa,Furniture,Chairs,231.18000000000004
Consumer,2014.0,Egypt,Africa,Africa,Furniture,Furnishings,213.12
Consumer,2014.0,Egypt,Africa,Africa,Furniture,Tables,137.04
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Art,227.16
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Binders,135.51
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Envelopes,36.269999999999996
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Fasteners,28.32
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Labels,19.830000000000002
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Paper,5.25
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Storage,420.65999999999997
Consumer,2014.0,Egypt,Africa,Africa,Office Supplies,Supplies,99.69000000000001
Consumer,2014.0,Egypt,Africa,Africa,Technology,Accessories,151.74
Consumer,2014.0,Egypt,Africa,Africa,Technology,Copiers,142.92000000000002
Consumer,2014.0,Egypt,Africa,Africa,Technology,Machines,8.19
