ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,december_promotion,december_promotion_lower,december_promotion_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2011-01-11,2329.54648980827,-33021.97294577461,37482.08597825712,1289.021140206496,3829.861791015704,0.0,0.0,0.0,0.0,0.0,0.0,-0.06174226768065726,-0.2977109211651019,0.16803048888278851,-0.017566949521798506,-0.030686450254483244,-0.01172894886294855,-0.04417531815885878,-0.2859819723021534,0.1799375397281025,0.0,0.0,0.0,2185.715006859992
2011-01-12,2329.9367565313546,-33288.8396570684,33963.965565411505,1290.007441493145,3830.5931905765015,0.0,0.0,0.0,0.0,0.0,0.0,-0.014565490986540622,-0.2709544037012468,0.2475101686088706,0.016779674525290996,-0.028444040284152608,0.05355076198022135,-0.0313451655118316,-0.27068545773894404,0.1939594066286493,0.0,0.0,0.0,2296.0000837048874
2011-01-13,2330.327023254439,-31108.622521350946,36155.17010467908,1290.9937427797936,3831.3245901372993,0.0,0.0,0.0,0.0,0.0,0.0,0.0010390811554158,-0.17299752153099549,0.18833021234184505,0.01921418326384736,-0.01722887460429122,0.07846908779456144,-0.01817510210843157,-0.2514666093255569,0.20555908694613623,0.0,0.0,0.0,2332.748422150259
2011-01-14,2330.717289977524,-31981.300107374274,38785.61606962042,1291.9800440664426,3832.0559896980967,0.0,0.0,0.0,0.0,0.0,0.0,0.028067727683880633,-0.22816040575402208,0.3465084241777274,0.033048179881910215,-0.0368277695726941,0.13201359725257994,-0.004980452198029596,-0.22876101055606152,0.21449482692514743,0.0,0.0,0.0,2396.1352281807253
2011-01-15,2331.1075567006087,-34062.92214005714,35734.42936207209,1292.9663453530911,3832.787389258894,0.0,0.0,0.0,0.0,0.0,0.0,-0.013237484353639334,-0.19107127538689822,0.1446400919077078,-0.021156714468843416,-0.07592511369105681,0.024942637307318563,0.00791923011520408,-0.2030762464496676,0.22056520559876464,0.0,0.0,0.0,2300.249556892134
2011-01-16,2331.4978234236933,-31330.87603611655,36442.63426929555,1293.9526466397401,3833.5187888196915,0.0,0.0,0.0,0.0,0.0,0.0,0.00539226486345508,-0.272464761137059,0.149250490307249,-0.014815937852027545,-0.09748534746516274,0.10582605365175533,0.02020820271548264,-0.17497941367189618,0.22361413355832177,0.0,0.0,0.0,2344.0698772161627
2011-01-17,2331.888090146778,-33636.23426910679,35877.741639824446,1294.938947926389,3834.250188380489,0.0,0.0,0.0,0.0,0.0,0.0,0.01608007967185934,-0.1266747823994641,0.2173953750336595,-0.015502435828317956,-0.046634538799348625,0.01840857863123244,0.031582515500177294,-0.14508336103069655,0.22353505187455752,0.0,0.0,0.0,2369.385036422198
2011-01-18,2332.278356869863,-32606.52365536509,34716.777724524625,1295.9252492130377,3834.9815879412868,0.0,0.0,0.0,0.0,0.0,0.0,0.024190769501996154,-0.12576096375896176,0.20836716494342247,-0.01756694952189544,-0.03068645025454364,-0.011728948862552054,0.041757719023891575,-0.11403201489640971,0.2202742157892183,0.0,0.0,0.0,2388.6979650153958
2011-01-19,2332.6686235929474,-33437.96683986522,36381.58811001126,1296.9115504996867,3835.712987502085,0.0,0.0,0.0,0.0,0.0,0.0,0.06725577387538374,-0.08275410853897912,0.2673837280545063,0.016779674525208396,-0.028444040284302495,0.0535507619800411,0.05047609935017533,-0.08248516257689299,0.21383296607446514,0.0,0.0,0.0,2489.5540570675175
2011-01-20,2333.058890316032,-35000.6738827738,39751.71981101484,1297.8978517863352,3836.444387062883,0.0,0.0,0.0,0.0,0.0,0.0,0.07672743258018765,0.0006030913527633932,0.1870400375026356,0.019214183263828042,-0.01722887460439372,0.07846908779457853,0.057513249316359594,-0.05110307528569098,0.20426891210702933,0.0,0.0,0.0,2512.0685090283628
2011-01-21,2333.4491570391165,-31405.80692944802,35703.115772926954,1298.8841530729842,3837.17578662368,0.0,0.0,0.0,0.0,0.0,0.0,0.09573198403098561,-0.02313002673801691,0.32370957151173113,0.03304817988188396,-0.03682776957263379,0.1320135972525079,0.06268380414910164,-0.020531350961745905,0.19169597425922316,0.0,0.0,0.0,2556.834874477902
2011-01-22,2333.839423762201,-29692.15152175404,37580.13760710383,1299.870454359633,3837.907186184477,0.0,0.0,0.0,0.0,0.0,0.0,0.0446894772554515,0.015696498368404987,0.1003581449370054,-0.021156714468905,-0.0759251136914092,0.024942637307513758,0.06584619172435649,0.00861365399824414,0.17628325862841462,0.0,0.0,0.0,2438.137487608298
2011-01-23,2334.229690485286,-33093.71439591598,34806.45578008315,1300.8567556462817,3838.638585745275,0.0,0.0,0.0,0.0,0.0,0.0,0.05209033627458471,-0.06172689183642757,0.12385535856625471,-0.014815937851961466,-0.09748534746524622,0.10582605365165523,0.06690627412654616,0.01802930491459948,0.15825276380840334,0.0,0.0,0.0,2455.8205000047847
2011-01-24,2334.6199572083706,-32081.25753123329,32807.18343702527,1301.8430569329307,3839.3699853060725,0.0,0.0,0.0,0.0,0.0,0.0,0.0503173509718734,-0.011284481265640835,0.13173626986122142,-0.01550243582830734,-0.0466345387992735,0.018408578631051043,0.06581978680018076,0.016359625038271597,0.13787594670231587,0.0,0.0,0.0,2452.0918489811643
2011-01-25,2335.010223931455,-32436.239093757056,35921.96506167226,1302.8293582195793,3840.10138486687,0.0,0.0,0.0,0.0,0.0,0.0,0.04502656416423268,-0.018481014643441505,0.10356215075743187,-0.01756694952184094,-0.030686450254517415,-0.011728948862797415,0.06259351368607362,0.012205435611075906,0.11546920160291059,0.0,0.0,0.0,2440.147711603444
2011-01-26,2335.4004906545397,-34076.2883593484,36658.49783492132,1303.8156595062283,3840.8327844276673,0.0,0.0,0.0,0.0,0.0,0.0,0.07406484493509372,-0.022734701937830108,0.1449390952145943,0.016779674525243028,-0.028444040284244222,0.05355076198009441,0.0572851704098507,0.005709338346414111,0.10034874099402075,0.0,0.0,0.0,2508.37156585621
2011-01-27,2335.7907573776242,-32567.06986257967,36386.13484896802,1304.801960792877,3841.5641839884647,0.0,0.0,0.0,0.0,0.0,0.0,0.06921618518402599,-0.01008653827013406,0.19348360168308892,0.019214183263831227,-0.01722887460434834,0.07846908779466624,0.05000200192019479,-0.002920213726440842,0.11501451388842268,0.0,0.0,0.0,2497.4652829914103
2011-01-28,2336.181024100709,-32224.41035425659,39021.88515845001,1305.7882620795258,3842.2955835492626,0.0,0.0,0.0,0.0,0.0,0.0,0.07394631489728383,-0.0502427507299564,0.17179875959824442,0.03304817988187684,-0.0368277695727566,0.13201359725260256,0.04089813501540701,-0.013414981157199789,0.1258303522364442,0.0,0.0,0.0,2508.933001765919
2011-01-29,2336.5712908237933,-31588.812209152147,36852.67732276347,1306.7745633661746,3843.02698311006,0.0,0.0,0.0,0.0,0.0,0.0,0.009014044555653666,-0.06281514752828742,0.14468371839827004,-0.021156714468853866,-0.0759251136910879,0.024942637307394128,0.03017075902450753,-0.025454613059185234,0.13267874733559298,0.0,0.0,0.0,2357.63324854674
2011-01-30,2336.961557546878,-32830.45173473228,34411.10842627259,1307.7608646528233,3843.758382670858,0.0,0.0,0.0,0.0,0.0,0.0,0.003239300773486054,-0.08792488488892569,0.06715034136104489,-0.014815937851902031,-0.09748534746538433,0.10582605365161693,0.01805523862538809,-0.038675712290572054,0.13553284072038368,0.0,0.0,0.0,2344.5316789278468
2011-01-31,2337.351824269963,-34401.197792550214,35373.20432250401,1308.7471659394723,3844.4897822316557,0.0,0.0,0.0,0.0,0.0,0.0,-0.0106831452656966,-0.08032613998849907,0.15286344389230086,-0.015502435828284054,-0.04663453879923704,0.01840857863102033,0.004819290562587457,-0.052682033684503436,0.13445486526128053,0.0,0.0,0.0,2312.381555194246
2011-02-01,2337.7420909930474,-34842.75501261963,36127.661145305276,1309.733467226121,3845.221181792453,0.0,0.0,0.0,0.0,0.0,0.0,-0.026810569404147357,-0.09774197853533274,0.11786355753183743,-0.017566949521854214,-0.030686450254520086,-0.011728948862726856,-0.009243619882293132,-0.06705552828081265,0.12959250639456432,0.0,0.0,0.0,2275.0658944134816
2011-02-02,2338.132357716132,-34011.36408221692,35095.78719992601,1310.7197685127699,3845.952581353251,0.0,0.0,0.0,0.0,0.0,0.0,-0.007041812524428207,-0.10981196503911479,0.12090437737953162,0.01677967452527766,-0.028444040284185942,0.053550761980147715,-0.023821487049705867,-0.08916366597150942,0.1211733233417234,0.0,0.0,0.0,2321.6676679957955
2011-02-03,2338.5226244392165,-35700.181947179175,35192.502963674284,1311.7060697994186,3846.6839809140483,0.0,0.0,0.0,0.0,0.0,0.0,-0.01937720389429362,-0.12873203480018508,0.1879665043992333,0.019214183263833815,-0.017228874604414288,0.07846908779441067,-0.03859138715812743,-0.11150316019577076,0.10949741660482262,0.0,0.0,0.0,2293.2085947340393
2011-02-04,2338.912891162301,-34569.3878587276,35792.75640669805,1312.6923710860674,3847.4153804748457,0.0,0.0,0.0,0.0,0.0,0.0,-0.020179134557378988,-0.1449436659122653,0.09552917337814244,0.03304817988189175,-0.036827769572564464,0.13201359725245773,-0.053227314439270736,-0.13178099559546433,0.09492856857622219,0.0,0.0,0.0,2291.7156532135486
2011-02-05,2339.303157885386,-30818.743905360112,35822.47874833608,1313.6786723727164,3848.146780035643,0.0,0.0,0.0,0.0,0.0,0.0,-0.08856474118733311,-0.2255981682023287,0.08988908885799832,-0.021156714468865735,-0.07592511369118633,0.02494263730738661,-0.06740802671846736,-0.14967305451114235,0.07788411779524558,0.0,0.0,0.0,2132.1233791485556
2011-02-06,2339.6934246084707,-30913.684605786515,36461.82134270495,1314.6649736593652,3848.8781795964405,0.0,0.0,0.0,0.0,0.0,0.0,-0.09564063519369043,-0.23926436929661465,-0.02391223854389876,-0.01481593785200082,-0.09748534746520028,0.10582605365171793,-0.08082469734168961,-0.1649007260456859,0.05882385345116155,0.0,0.0,0.0,2115.9236593204155
2011-02-07,2340.083691331555,-31999.822528226487,35623.00958980137,1315.651274946014,3849.609579157238,0.0,0.0,0.0,0.0,0.0,0.0,-0.10869061299550359,-0.1833759109063232,0.0566468132508294,-0.015502435828260774,-0.046634538799200584,0.018408578630989613,-0.09318817716724286,-0.17723623406556988,0.03823823461983979,0.0,0.0,0.0,2085.7385604599476
2011-02-08,2340.4739580546398,-33813.80632205399,35369.872055113774,1316.6375762326627,3850.340978718036,0.0,0.0,0.0,0.0,0.0,0.0,-0.12180263193941097,-0.19841392646621603,0.004907299247564297,-0.017566949521783823,-0.03068645025446503,-0.011728948862982239,-0.10423568241762715,-0.1865068756209208,0.016636248110546537,0.0,0.0,0.0,2055.398069977934
2011-02-09,2340.8642247777243,-33928.79631338448,36375.143310276806,1317.6238775193115,3851.072378278833,0.0,0.0,0.0,0.0,0.0,0.0,-0.09695706663214981,-0.17546243862665453,-0.005735726342884048,0.01677967452531229,-0.028444040284127663,0.05355076198020103,-0.11373674115746207,-0.1925980717904622,-0.005466780380639427,0.0,0.0,0.0,2113.900896159135
2011-02-10,2341.2544915008093,-33051.353674310216,34815.68468512093,1318.6101788059605,3851.8037778396306,0.0,0.0,0.0,0.0,0.0,0.0,-0.10228406926391535,-0.21268403540532288,0.050907973084146005,0.019214183263836403,-0.017228874604480242,0.0784690877941551,-0.12149825252775175,-0.19545516080084263,-0.027561114710009105,0.0,0.0,0.0,2101.7814549276877
2011-02-11,2341.644758223894,-30032.80740592344,37349.21770806859,1319.5964800926092,3852.535177400428,0.0,0.0,0.0,0.0,0.0,0.0,-0.09432035812281354,-0.18299903937290762,-0.04855338002893336,0.03304817988188464,-0.036827769572687276,0.13201359725255238,-0.12736853800469816,-0.1950838930573589,-0.04915398483093386,0.0,0.0,0.0,2120.779986031807
2011-02-12,2342.0350249469784,-33676.65546263803,34894.494286641944,1320.582781379258,3853.2665769612263,0.0,0.0,0.0,0.0,0.0,0.0,-0.15239700661328678,-0.2674747324022174,-0.057775171926083266,-0.021156714468870963,-0.07592511369120188,0.024942637307424385,-0.1312402921444158,-0.19154961871101553,-0.06978014298878986,0.0,0.0,0.0,1985.1158977615844
2011-02-13,2342.4252916700625,-33587.770482518354,32881.902189082764,1321.5690826659068,3853.997976522024,0.0,0.0,0.0,0.0,0.0,0.0,-0.14786830857252162,-0.2593388330367693,-0.02916529482286831,-0.014815937851934741,-0.09748534746528373,0.10582605365161782,-0.13305237072058687,-0.1849751897861986,-0.08901136075999526,0.0,0.0,0.0,1996.0548258333147
2011-02-14,2342.8155583931475,-32296.37151251467,34797.31035475339,1322.5553839525555,3854.7293760828215,0.0,0.0,0.0,0.0,0.0,0.0,-0.14829282183245326,-0.18167730674973334,-0.08805608479432589,-0.015502435828329669,-0.04663453879935513,0.01840857863121402,-0.13279038600412355,-0.175537629908694,-0.1064646634255399,0.0,0.0,0.0,1995.3928282060529
2011-02-15,2343.2058251162325,-31326.713318315407,34729.01122725092,1323.5416852392043,3855.460775643619,0.0,0.0,0.0,0.0,0.0,0.0,-0.1480530608026098,-0.17537070534221338,-0.1335380868761252,-0.01756694952189666,-0.030686450254554267,-0.011728948862575722,-0.1304861112807131,-0.16346365449647046,-0.11432081083213248,0.0,0.0,0.0,1996.2870306172695
2011-02-16,2343.9939798802657,-32526.110507617384,37434.434507884995,1324.3607041214168,3856.751693639491,0.0,0.0,0.0,0.0,0.0,0.0,-0.10943605412939729,-0.13504014048159038,-0.0778237839122545,0.01677967452522969,-0.028444040284277543,0.053550761980020775,-0.12621572865462696,-0.14902415213448328,-0.10096286168500429,0.0,0.0,0.0,2087.4765278191076
2011-02-17,2344.782134644299,-33193.1685500431,38869.62980542728,1325.179723003629,3858.0426116353638,0.0,0.0,0.0,0.0,0.0,0.0,-0.10088280160175274,-0.1497566376191949,-0.06666911725234205,0.01921418326381769,-0.01722887460447141,0.0784690877945155,-0.1200969848655704,-0.14513820504685757,-0.08598221255848089,0.0,0.0,0.0,2108.233943755644
2011-02-18,2345.570289408332,-34934.89581425872,35785.318077838696,1325.9987418858416,3859.333529631236,0.0,0.0,0.0,0.0,0.0,0.0,-0.07923716852702073,-0.15215988678488784,0.017699885136929362,0.03304817988185838,-0.03682776957262697,0.13201359725248035,-0.11228534840887915,-0.15276049158680946,-0.06972578316037706,0.0,0.0,0.0,2159.713941094511
2011-02-19,2346.358444172365,-31293.040216144254,39316.09299839511,1326.8177607680539,3860.624447627109,0.0,0.0,0.0,0.0,0.0,0.0,-0.12412600139602216,-0.17066918633245584,-0.027628604181471995,-0.021156714468876184,-0.07592511369121742,0.02494263730746216,-0.10296928692714596,-0.15755167858122793,-0.052571241488934155,0.0,0.0,0.0,2055.114352655458
2011-02-21,2347.9347537004314,-34964.27464455402,35241.10746397435,1328.4557985324789,3863.2062836188534,0.0,0.0,0.0,0.0,0.0,0.0,-0.09621184379462581,-0.1406480062774299,-0.04481364484111413,-0.015502435828220543,-0.04663453879910833,0.01840857863085284,-0.08070940796640527,-0.15860295142516653,-0.017169538537083126,0.0,0.0,0.0,2122.0356219374326
2011-02-22,2348.7229084644646,-31514.462740215276,35621.492968199265,1329.2748174146914,3864.4972016147267,0.0,0.0,0.0,0.0,0.0,0.0,-0.08582259382245623,-0.16671750253915618,-0.03042253899839431,-0.017566949521826268,-0.030686450254499203,-0.011728948862831106,-0.06825564430062998,-0.15498855367632505,0.00026391125610489134,0.0,0.0,0.0,2147.1494162898207
2011-02-23,2349.5110632284977,-31659.79321256093,35810.84190562033,1330.0938362969036,3865.7881196105986,0.0,0.0,0.0,0.0,0.0,0.0,-0.03848476583704854,-0.14905379305237315,0.04305807801826428,0.01677967452532291,-0.028444040284091487,0.053550761980306595,-0.05526444036237144,-0.14878484708996012,0.016989906257955736,0.0,0.0,0.0,2259.090680128594
2011-02-24,2350.2992179925313,-33655.6962383119,37718.30146427912,1330.912855179116,3867.0790376064715,0.0,0.0,0.0,0.0,0.0,0.0,-0.022784195228829972,-0.06170727230375053,0.025471047098705315,0.019214183263842773,-0.017228874604389474,0.07846908779433054,-0.041998378492672746,-0.14017636009808107,0.03263737164216285,0.0,0.0,0.0,2296.749541763623
2011-02-25,2351.0873727565645,-31937.209915453353,35352.51103805731,1331.7318740613284,3868.3699556023435,0.0,0.0,0.0,0.0,0.0,0.0,0.004333059436821108,-0.12878403143513448,0.16205980014174748,0.03304817988183213,-0.036827769572566664,0.13201359725240833,-0.028715120445011025,-0.1293846362369772,0.046867672389959335,0.0,0.0,0.0,2361.2747740838786
2011-02-26,2351.8755275205976,-32656.223698491536,35315.1696799656,1332.550892943541,3869.6608735982163,0.0,0.0,0.0,0.0,0.0,0.0,-0.03681785922481374,-0.10465578488676767,0.08432597747313729,-0.0211567144688317,-0.07592511369097903,0.02494263730729724,-0.015661144755982046,-0.11666075594951786,0.05938334016584006,0.0,0.0,0.0,2265.2845054340596
2011-02-27,2352.663682284631,-30892.950611530123,35947.78973269584,1333.3699118257532,3870.9517915940887,0.0,0.0,0.0,0.0,0.0,0.0,-0.01788190033450614,-0.1997629029924834,0.17576164854573118,-0.01481593785189829,-0.0974853474654262,0.1058260536516418,-0.003065962482607834,-0.10227755552705717,0.06993559489408943,0.0,0.0,0.0,2310.593584797405
2011-02-28,2353.4518370486644,-29001.25808676231,34424.21169933746,1334.1889307079657,3872.242709589962,0.0,0.0,0.0,0.0,0.0,0.0,-0.006639394463167827,-0.0847454095335033,0.07561466600219643,-0.015502435828289437,-0.04663453879926288,0.018408578631077244,0.008863041365121605,-0.08652177447006658,0.0817543428430781,0.0,0.0,0.0,2337.8263419524314
2011-03-01,2354.2399918126976,-30871.747292777945,36230.4666622655,1335.007949590178,3873.5336275858335,0.0,0.0,0.0,0.0,0.0,0.0,0.002378063908866013,-0.08141530369747976,0.0837360743922573,-0.01756694952183954,-0.030686450254501868,-0.011728948862760545,0.01994501343070555,-0.06968635483471922,0.09564312523781676,0.0,0.0,0.0,2359.8385249700364
2011-03-02,2355.0281465767307,-29560.583836255264,35194.78238535155,1335.8269684723905,3874.8245455817064,0.0,0.0,0.0,0.0,0.0,0.0,0.04680885528098617,-0.05233204813257901,0.1611525091595699,0.016779674525298962,-0.028444040284160997,0.0535507619801274,0.030029180755687206,-0.05206310217044534,0.1076017471794425,0.0,0.0,0.0,2465.26431827249
2011-03-03,2355.816301340764,-32313.215929984995,37689.82822401246,1336.6459873546028,3876.1154635775783,0.0,0.0,0.0,0.0,0.0,0.0,0.05821164798786956,0.005624820167470131,0.10031728854697301,0.019214183263823462,-0.01722887460449197,0.07846908779434764,0.0389974647240461,-0.03393589802345464,0.11754616315146502,0.0,0.0,0.0,2492.9522505984974
2011-03-04,2356.604456104797,-30986.706986393125,39064.766304264325,1337.4650062368153,3877.406381573451,0.0,0.0,0.0,0.0,0.0,0.0,0.07981428994467275,-0.01497402462307302,0.2574526378422191,0.03304817988186618,-0.036827769572557637,0.13201359725243017,0.046766110062806544,-0.015574629424954337,0.12543904058978894,0.0,0.0,0.0,2544.695167449253
2011-03-05,2357.39261086883,-33885.3172961258,34810.92968176444,1338.2840251190275,3878.697299569323,0.0,0.0,0.0,0.0,0.0,0.0,0.032129593101010025,-0.05198939558807163,0.11036960196291903,-0.021156714468893275,-0.0759251136913314,0.024942637307492427,0.053286307569903296,-0.006340043033647534,0.13128828082254407,0.0,0.0,0.0,2433.1346762353733
2011-03-06,2358.1807656328633,-30855.056250881826,33721.1422111919,1339.10304400124,3879.988217565196,0.0,0.0,0.0,0.0,0.0,0.0,0.043727880387318036,-0.07661448040155149,0.1860633682119122,-0.014815937851997071,-0.09748534746524215,0.10582605365174277,0.05854381823931512,-0.0020773406048370207,0.13514443193823739,0.0,0.0,0.0,2461.299012084131
2011-03-07,2358.9689203968965,-35689.675904363954,36820.37138150753,1339.9220628834523,3881.279135561068,0.0,0.0,0.0,0.0,0.0,0.0,0.04705519897872857,-0.04526707921196033,0.1309574094735876,-0.01550243582835833,-0.04663453879941743,0.01840857863130165,0.06255763480708691,0.001367459587457092,0.13709708631475528,0.0,0.0,0.0,2469.970672330809
2011-03-08,2359.75707516093,-30988.47318185737,36782.70848292382,1340.7410817656648,3882.5700535569404,0.0,0.0,0.0,0.0,0.0,0.0,0.04781079412271566,-0.011971647949996401,0.1253633311037943,-0.01756694952185281,-0.030686450254504533,-0.011728948862689987,0.06537774364456848,0.003973700174561409,0.13727038194945324,0.0,0.0,0.0,2472.578934861071
2011-03-09,2360.545229924963,-30808.17450630825,34482.43654407012,1341.560100647877,3883.860971552813,0.0,0.0,0.0,0.0,0.0,0.0,0.08386174914754058,0.026479570046130597,0.1893685117609429,0.01677967452521631,-0.028444040284263457,0.05355076198017861,0.06708207462232425,0.005736180401230189,0.1358177497807643,0.0,0.0,0.0,2558.5046818483543
2011-03-10,2361.3333846889964,-33207.25615798027,38757.70516513128,1342.3791195300896,3885.151889548686,0.0,0.0,0.0,0.0,0.0,0.0,0.0869869316382942,0.02944746163094196,0.16573331485411624,0.01921418326382664,-0.017228874604446588,0.07846908779443534,0.06777274837446753,0.006664617222111908,0.13291606825402755,0.0,0.0,0.0,2566.73853039816
2011-03-11,2362.1215394530295,-29272.159606456553,37097.705680963205,1343.198138412302,3886.442807544559,0.0,0.0,0.0,0.0,0.0,0.0,0.1006199285968241,-0.0038087244101274497,0.2607729981848468,0.03304817988185907,-0.03682776957268044,0.13201359725252482,0.06757174871496502,0.006782842609583506,0.12875940093232197,0.0,0.0,0.0,2599.7980400898136
2011-03-12,2362.9096942170627,-29140.40712220771,33574.83479481502,1344.0171572945144,3887.733725540431,0.0,0.0,0.0,0.0,0.0,0.0,0.045459447835902396,-0.03952158874391711,0.12718484105684072,-0.021156714468842142,-0.0759251136910101,0.024942637307372784,0.06661616230474456,0.0061277638104720675,0.12355250258683421,0.0,0.0,0.0,2470.3262642022714
2011-03-14,2364.4860037451294,-32955.20957696474,37022.081777664986,1345.6551950589392,3890.3155615321757,0.0,0.0,0.0,0.0,0.0,0.0,0.047532285306999135,-0.04393148705962223,0.1573739165379938,-0.0155024358282492,-0.04663453879917063,0.01840857863094048,0.06303472113524834,-0.0003509271678750724,0.13896533790705332,0.0,0.0,0.0,2476.875427079549
2011-03-15,2365.274158509162,-30979.342913074062,38072.627974489915,1346.4742139411514,3891.606479528049,0.0,0.0,0.0,0.0,0.0,0.0,0.043145778307116744,-0.0408947200810436,0.1375673534672275,-0.017566949521881977,-0.03068645025453605,-0.01172894886260941,0.06071272782899873,-0.01020826982650755,0.1492963023298369,0.0,0.0,0.0,2467.3257529877505
2011-03-16,2366.0623132731953,-30789.023868492746,35487.08620465014,1347.293232823364,3892.8973975239205,0.0,0.0,0.0,0.0,0.0,0.0,0.07501347681365964,-0.047347799768352135,0.15834265002626347,0.016779674525192353,-0.028444040284332978,0.0535507619799994,0.05823380228846728,-0.018903759484019164,0.15861159598829613,0.0,0.0,0.0,2543.548873749588
2011-03-17,2366.850468037229,-32466.7996534369,36540.54942827328,1348.1122517055762,3894.1883155197934,0.0,0.0,0.0,0.0,0.0,0.0,0.0749489976898451,-0.03333503578158739,0.2454125893749135,0.019214183263829825,-0.017228874604401208,0.07846908779452305,0.05573481442601527,-0.026168711238004225,0.16694350158039045,0.0,0.0,0.0,2544.2435382983604
2011-03-18,2367.638622801262,-31806.361297589538,35233.172771308855,1348.9312705877887,3895.4792335156662,0.0,0.0,0.0,0.0,0.0,0.0,0.08638690419323684,-0.06860431939429647,0.2134886011598401,0.033048179881851936,-0.03682776957280324,0.13201359725261944,0.0533387243113849,-0.031776549821493215,0.17432985020067598,0.0,0.0,0.0,2572.1715936734017
