customer ID,Frequency,Profit,Sales,Recencia,CustomerValue
19585,29.0,2450.57,16315.11,25.0,2842.66
17380,28.0,2926.33,14724.15,29.0,2825.43
17200,24.0,1756.44,15258.74,15.0,2810.31
10690,30.0,2795.84,16276.16,30.0,2795.84
17485,27.0,1650.88,10563.37,16.0,2785.87
12370,30.0,3982.93,28229.85,43.0,2778.79
17770,35.0,2685.68,17382.94,34.0,2764.67
16525,34.0,1299.91,17449.9,16.0,2762.32
10855,22.0,1612.76,8358.6,13.0,2729.29
18970,33.0,2205.43,18222.4,27.0,2695.52
10090,30.0,1344.96,15009.47,15.0,2689.92
16435,23.0,3026.04,15319.97,26.0,2676.88
18715,33.0,3779.17,17763.95,47.0,2653.46
19720,29.0,1897.12,10902.53,21.0,2619.83
10375,23.0,677.48,5884.2,6.0,2597.0
21160,22.0,939.35,6805.94,8.0,2583.22
20215,31.0,2332.81,14709.7,28.0,2582.75
11665,24.0,3112.16,17468.88,29.0,2575.58
21730,28.0,2741.21,11629.27,30.0,2558.46
17740,26.0,2054.66,15347.66,21.0,2543.87
15880,19.0,1471.05,10443.1,11.0,2540.9
6780,12.0,208.29,3589.44,1.0,2499.48
11260,27.0,2389.45,13294.69,26.0,2481.36
19795,34.0,2323.66,19056.88,32.0,2468.89
12250,29.0,2210.83,12496.11,26.0,2465.93
11155,23.0,3395.31,13696.14,32.0,2440.38
19315,20.0,2304.38,11765.04,19.0,2425.67
21610,30.0,1614.15,20565.95,20.0,2421.22
11995,27.0,2509.4,13715.8,28.0,2419.77
17440,25.0,771.44,7945.05,8.0,2410.74
17650,21.0,2178.17,12717.27,19.0,2407.45
20455,22.0,764.2,6038.02,7.0,2401.76
18925,20.0,1782.97,14256.72,15.0,2377.3
20785,27.0,1921.94,14262.94,22.0,2358.74
11125,28.0,2755.68,14789.45,33.0,2338.15
19540,25.0,3925.02,19423.69,42.0,2336.32
13540,19.0,1471.87,13166.42,12.0,2330.46
16885,28.0,1325.48,17058.81,16.0,2319.58
20440,23.0,890.46,7677.44,9.0,2275.62
10840,25.0,1444.83,13200.26,16.0,2257.55
11395,23.0,2743.96,11347.53,28.0,2253.97
15835,30.0,1576.54,22594.04,21.0,2252.2
19510,25.0,1801.0,11599.39,20.0,2251.25
20335,27.0,2389.63,15534.95,29.0,2224.82
19255,23.0,2407.6,18192.92,25.0,2214.99
14935,28.0,2653.7,17199.2,34.0,2185.4
21025,26.0,3412.95,13931.9,41.0,2164.31
11110,35.0,3337.47,30613.62,54.0,2163.17
2370,8.0,1620.4,6957.23,6.0,2160.54
18835,17.0,4889.27,13639.5,39.0,2131.22
19765,25.0,3046.32,13582.12,36.0,2115.5
10555,16.0,1850.52,5446.61,14.0,2114.88
19900,27.0,2475.08,13485.75,32.0,2088.35
15535,20.0,1460.24,6942.4,14.0,2086.06
11275,22.0,565.07,9578.6,6.0,2071.92
13615,28.0,1995.25,10031.46,27.0,2069.15
19705,16.0,2069.08,9288.08,16.0,2069.08
11035,33.0,1749.98,19899.15,28.0,2062.48
19570,25.0,1646.11,10961.63,20.0,2057.64
17335,24.0,1794.6,14463.93,21.0,2050.97
12385,25.0,3029.96,21882.97,37.0,2047.27
18490,23.0,2309.49,11483.19,26.0,2043.01
11680,22.0,1663.91,14087.76,18.0,2033.67
15595,18.0,562.57,9334.64,5.0,2025.24
12415,23.0,2271.9,12705.55,26.0,2009.75
13660,19.0,1267.34,11397.06,12.0,2006.62
20650,23.0,1739.28,10377.87,20.0,2000.17
18505,25.0,479.1,14834.29,6.0,1996.26
17830,26.0,1765.39,11783.4,23.0,1995.66
17965,37.0,1455.21,17228.5,27.0,1994.18
7050,7.0,1697.56,7193.65,6.0,1980.49
8205,7.0,282.2,1648.94,1.0,1975.43
12220,30.0,1315.81,7308.73,20.0,1973.71
14110,21.0,3285.62,13665.47,35.0,1971.37
14440,26.0,1431.28,15782.46,19.0,1958.59
8235,6.0,325.75,1070.77,0.0,1954.51
16510,25.0,1713.8,15340.4,22.0,1947.5
21625,31.0,1867.52,13266.2,30.0,1929.77
13300,28.0,2067.26,13731.43,30.0,1929.44
13255,22.0,1657.89,10085.79,19.0,1919.66
15265,27.0,2623.99,15036.55,37.0,1914.8
10180,27.0,2050.75,17858.5,29.0,1909.32
10885,35.0,2882.91,19711.17,53.0,1903.81
12445,24.0,1188.13,11971.71,15.0,1901.0
3510,7.0,1614.6,5976.69,6.0,1883.7
12010,26.0,2386.72,19356.0,33.0,1880.45
315,7.0,535.57,2243.26,2.0,1874.48
4440,8.0,233.74,735.22,1.0,1869.89
15700,16.0,815.85,9568.32,7.0,1864.81
18190,30.0,1178.66,15577.04,19.0,1861.04
19375,25.0,1331.51,16077.68,18.0,1849.32
13645,24.0,1997.83,12083.48,26.0,1844.15
16165,20.0,1839.81,8352.72,20.0,1839.81
19885,23.0,3419.96,15435.5,43.0,1829.28
14290,30.0,2191.58,14382.32,36.0,1826.32
16975,21.0,1737.88,8646.92,20.0,1824.77
14920,25.0,1457.36,9740.4,20.0,1821.71
20350,21.0,1036.44,6923.25,12.0,1813.78
11020,24.0,1133.26,10201.28,15.0,1813.21
8385,10.0,180.55,3736.9,1.0,1805.49
15280,21.0,1203.1,7123.57,14.0,1804.65
11770,26.0,2397.81,10168.33,35.0,1781.23
13405,25.0,1988.81,16083.96,28.0,1775.73
19405,21.0,2356.01,12073.09,28.0,1767.01
16450,26.0,2512.59,16294.7,37.0,1765.61
12955,32.0,2206.22,19862.58,40.0,1764.98
19960,22.0,1758.09,7897.87,22.0,1758.09
18730,32.0,1797.76,19493.77,33.0,1743.28
10630,19.0,3194.36,9815.94,35.0,1734.08
12730,23.0,1648.04,19487.96,22.0,1722.95
16660,29.0,888.34,10785.26,15.0,1717.46
11245,22.0,3415.05,20681.68,44.0,1707.52
18655,21.0,1537.07,9647.2,19.0,1698.87
14155,23.0,1975.12,12324.84,27.0,1682.51
14080,24.0,1925.19,16236.01,28.0,1650.16
15355,21.0,1016.67,7343.57,13.0,1642.31
14230,29.0,1245.26,13535.06,22.0,1641.48
19495,27.0,1457.38,13295.75,24.0,1639.55
4290,8.0,409.71,2002.71,2.0,1638.84
10930,22.0,2585.88,10230.96,35.0,1625.41
10945,29.0,1567.64,11087.02,28.0,1623.63
12595,32.0,2175.85,16480.87,43.0,1619.23
18955,30.0,2902.39,21884.18,54.0,1612.44
20680,29.0,1165.43,13477.06,21.0,1609.41
14200,21.0,3138.34,17087.78,41.0,1607.44
16180,31.0,2588.28,18267.01,50.0,1604.73
20395,33.0,1112.06,12849.17,23.0,1595.57
20380,37.0,1282.25,16122.72,30.0,1581.44
17515,25.0,1454.62,13383.98,23.0,1581.11
18880,29.0,1362.83,13243.62,25.0,1580.88
10240,30.0,630.38,9006.67,12.0,1575.96
15730,33.0,2283.76,20825.89,48.0,1570.09
16135,33.0,2036.01,10163.51,43.0,1562.52
19750,19.0,1314.88,6475.01,16.0,1561.42
13435,31.0,3207.43,15280.89,64.0,1553.6
14770,17.0,1182.9,11126.93,13.0,1546.87
21490,26.0,2378.52,13908.86,40.0,1546.04
12535,27.0,2401.91,18108.67,42.0,1544.08
12520,18.0,2398.13,13545.47,28.0,1541.66
20635,25.0,1848.31,13546.75,30.0,1540.26
15055,15.0,1534.03,5154.84,15.0,1534.03
4755,8.0,190.85,3457.58,0.0,1526.78
11545,25.0,1686.66,15797.57,28.0,1505.95
12175,29.0,3114.01,16706.1,60.0,1505.1
20620,31.0,242.05,19113.67,5.0,1500.73
13465,20.0,2167.68,12910.88,29.0,1494.95
18085,29.0,2236.31,14744.23,44.0,1473.93
10585,21.0,1458.35,9125.89,21.0,1458.35
10345,25.0,1683.93,14165.8,29.0,1451.66
14890,27.0,2306.94,13886.44,43.0,1448.55
16285,18.0,2976.39,15164.87,37.0,1447.97
5235,4.0,359.74,1751.71,1.0,1438.97
11925,9.0,478.42,2951.23,3.0,1435.25
10720,20.0,2937.47,15362.06,41.0,1432.91
16540,25.0,2343.88,18897.13,41.0,1429.2
10150,24.0,2064.21,13057.29,35.0,1415.46
15250,23.0,2152.67,15594.46,35.0,1414.61
16420,31.0,1186.16,12928.69,26.0,1414.26
21175,26.0,2111.05,16573.6,39.0,1407.36
19015,22.0,1212.81,9230.88,19.0,1404.31
15295,24.0,3263.3,20382.25,56.0,1398.56
11380,22.0,1776.7,18305.98,28.0,1395.98
12280,24.0,2367.38,16779.55,41.0,1385.78
18760,27.0,1485.31,15926.55,29.0,1382.87
3015,6.0,460.89,2105.79,2.0,1382.67
16900,29.0,995.4,12098.38,21.0,1374.6
14245,23.0,2492.32,10867.81,42.0,1364.84
16210,20.0,1221.95,12589.96,18.0,1357.72
12820,24.0,3391.19,14470.55,60.0,1356.48
20275,32.0,884.93,15564.97,21.0,1348.46
10270,25.0,2152.0,10637.4,40.0,1345.0
13285,23.0,1043.39,16164.65,18.0,1333.22
20155,31.0,1244.19,14380.69,29.0,1330.0
20125,29.0,1463.37,10562.09,32.0,1326.18
17290,25.0,1950.61,13718.7,37.0,1317.98
13930,18.0,1385.48,9533.95,19.0,1312.56
21295,28.0,1263.55,19391.9,27.0,1310.35
21670,21.0,2243.66,14754.87,36.0,1308.8
14605,25.0,934.72,16239.49,18.0,1298.22
16855,30.0,1813.19,13361.93,42.0,1295.14
12775,26.0,4605.48,18350.46,93.0,1287.55
16720,22.0,1637.17,14041.02,28.0,1286.35
12130,22.0,641.45,10981.23,11.0,1282.91
9105,4.0,320.54,1808.21,0.0,1282.15
17245,23.0,1878.18,10758.99,34.0,1270.53
14650,28.0,1491.59,12902.96,33.0,1265.59
15085,25.0,657.5,10383.13,13.0,1264.41
21745,21.0,717.73,9961.05,12.0,1256.03
17035,26.0,2165.7,16118.97,45.0,1251.29
17860,28.0,1596.31,15575.65,36.0,1241.57
16930,26.0,1932.34,11660.69,41.0,1225.39
19870,19.0,1222.85,7090.96,19.0,1222.85
16255,25.0,2139.71,9321.96,44.0,1215.75
8460,10.0,971.43,2722.98,8.0,1214.29
11410,30.0,3398.1,16552.07,84.0,1213.61
14980,29.0,1044.71,12718.79,25.0,1211.86
14515,24.0,1108.48,12488.67,22.0,1209.25
14785,28.0,1803.14,16749.14,42.0,1202.1
11695,19.0,568.97,10723.32,9.0,1201.16
20710,23.0,2295.45,12703.94,44.0,1199.89
15910,30.0,1635.4,12532.72,41.0,1196.63
15460,26.0,1639.94,10916.37,36.0,1184.4
17410,29.0,1338.59,14981.7,33.0,1176.34
12310,21.0,727.93,7166.23,13.0,1175.88
19450,18.0,1501.19,10660.49,23.0,1174.84
20950,29.0,1009.44,11552.78,25.0,1170.95
10765,26.0,1250.58,9824.78,28.0,1161.26
16990,20.0,1335.35,9111.85,23.0,1161.17
17350,29.0,1040.96,16455.33,26.0,1161.07
15745,33.0,1123.48,19629.13,32.0,1158.59
15685,25.0,1848.05,14338.52,40.0,1155.03
19600,21.0,329.75,4629.7,6.0,1154.13
17575,32.0,966.03,14281.65,27.0,1144.92
17215,24.0,994.56,10529.49,21.0,1136.64
19135,21.0,648.85,9857.66,12.0,1135.49
21595,26.0,1219.02,8437.99,28.0,1131.95
13480,22.0,3315.69,16336.86,65.0,1122.23
12100,24.0,2384.26,11500.12,51.0,1122.0
18640,36.0,1116.05,14866.09,36.0,1116.05
19975,28.0,987.22,10893.51,25.0,1105.69
17275,33.0,1463.08,11680.05,44.0,1097.31
11485,28.0,1170.75,8878.05,30.0,1092.7
5970,7.0,153.36,1057.23,0.0,1073.5
11590,21.0,1783.46,11358.59,35.0,1070.08
20815,24.0,1515.81,14575.5,34.0,1069.98
10315,19.0,447.69,13747.41,8.0,1063.26
20575,32.0,896.36,9685.42,27.0,1062.35
15610,25.0,1780.08,13192.69,42.0,1059.57
11200,27.0,1567.88,11862.37,40.0,1058.32
16750,21.0,597.01,7945.09,12.0,1044.77
20800,23.0,1354.2,11321.28,30.0,1038.22
12550,24.0,1167.46,7908.65,27.0,1037.74
18175,36.0,455.3,22045.25,16.0,1024.42
11145,10.0,1228.81,3799.93,12.0,1024.01
12235,22.0,1954.0,11377.59,42.0,1023.52
14320,28.0,840.64,9939.05,23.0,1023.39
